ID_Trem,Ciclo,Degradacao_Atual,Velocidade_Desgaste,Vibracao_Posicao,RUL_Alvo,Grupo
1,1515,6.0,0.0,0.4830458915392941,1084,Validação
1,1516,6.0,0.0,0.4830458915392941,1083,Validação
1,1517,6.0,0.0,0.4830458915392941,1082,Validação
1,1518,6.0,0.0,0.4830458915392941,1081,Validação
1,1519,6.0,0.0,0.4830458915392941,1080,Validação
1,1520,6.0,0.0,0.4830458915392941,1079,Validação
1,1521,6.0,0.0,0.4830458915392941,1078,Validação
1,1522,6.0,0.0,0.4216370213553944,1077,Validação
1,1523,6.0,0.0,0.3162277660163361,1076,Validação
1,1524,6.0,0.0,0.0,1075,Validação
1,1525,6.0,0.0,0.0,1074,Validação
1,1526,6.0,0.0,0.3162277660163361,1073,Validação
1,1527,6.0,0.0,0.4216370213553944,1072,Validação
1,1528,6.0,0.0,0.4830458915392941,1071,Validação
1,1529,6.0,0.0,0.4830458915392941,1070,Validação
1,1530,6.0,0.0,0.4830458915392941,1069,Validação
1,1531,6.0,0.0,0.4830458915392941,1068,Validação
1,1532,6.0,0.0,0.4830458915392941,1067,Validação
1,1533,6.0,0.0,0.4830458915392941,1066,Validação
1,1534,6.0,0.0,0.4830458915392941,1065,Validação
1,1535,6.0,0.0,0.4830458915392941,1064,Validação
1,1536,6.0,0.0,0.4830458915392941,1063,Validação
1,1537,6.0,0.0,0.4830458915392941,1062,Validação
1,1538,6.0,0.0,0.4216370213553944,1061,Validação
1,1539,6.0,0.0,0.4216370213553944,1060,Validação
1,1540,6.0,0.0,0.4216370213553944,1059,Validação
1,1541,6.0,0.0,0.4216370213553944,1058,Validação
1,1542,6.0,0.0,0.4830458915392941,1057,Validação
1,1543,6.0,0.0,0.4830458915392941,1056,Validação
1,1544,6.0,0.0,0.5163977794939779,1055,Validação
1,1545,6.0,0.0,0.5163977794939779,1054,Validação
1,1546,6.0,0.0,0.4830458915392941,1053,Validação
1,1547,6.0,0.0,0.4216370213553944,1052,Validação
1,1548,6.0,0.0,0.4216370213553944,1051,Validação
1,1549,6.0,0.0,0.4216370213553944,1050,Validação
1,1550,6.0,0.0,0.4830458915392941,1049,Validação
1,1551,6.0,0.0,0.4830458915392941,1048,Validação
1,1552,6.0,0.0,0.4216370213553944,1047,Validação
1,1553,6.0,0.0,0.4830458915392941,1046,Validação
1,1554,6.0,0.0,0.4216370213553944,1045,Validação
1,1555,6.0,0.0,0.4216370213553944,1044,Validação
1,1556,6.0,0.0,0.4216370213553944,1043,Validação
1,1557,6.0,0.0,0.4216370213553944,1042,Validação
1,1558,6.0,0.0,0.4216370213553944,1041,Validação
1,1559,6.0,0.0,0.4216370213553944,1040,Validação
1,1560,6.0,0.0,0.4216370213553944,1039,Validação
1,1561,6.0,0.0,0.4830458915392941,1038,Validação
1,1562,6.0,0.0,0.4830458915392941,1037,Validação
1,1563,6.0,0.0,0.4830458915392941,1036,Validação
1,1564,6.0,0.0,0.4830458915392941,1035,Validação
1,1565,6.0,0.0,0.4830458915392941,1034,Validação
1,1566,6.0,0.0,0.5163977794939779,1033,Validação
1,1567,6.0,0.0,0.5163977794939779,1032,Validação
1,1568,6.0,0.0,0.5270462766943796,1031,Validação
1,1569,6.0,0.0,0.5163977794939505,1030,Validação
1,1570,6.0,0.0,0.527046276694384,1029,Validação
1,1571,6.0,0.0,0.527046276694384,1028,Validação
1,1572,6.0,0.0,0.527046276694384,1027,Validação
1,1573,6.0,0.0,0.527046276694384,1026,Validação
1,1574,6.0,0.0,0.527046276694384,1025,Validação
1,1575,6.0,0.0,0.527046276694384,1024,Validação
1,1576,6.0,0.0,0.527046276694384,1023,Validação
1,1577,6.0,0.0,0.5163977794939505,1022,Validação
1,1578,6.0,0.0,0.5163977794939505,1021,Validação
1,1579,6.0,0.0,0.527046276694384,1020,Validação
1,1580,6.0,0.0,0.527046276694384,1019,Validação
1,1581,6.0,0.0,0.5163977794939882,1018,Validação
1,1582,6.0,0.0,0.5163977794939882,1017,Validação
1,1583,6.0,0.0,0.4830458915393113,1016,Validação
1,1584,6.0,0.0,0.4830458915393113,1015,Validação
1,1585,6.0,0.0,0.4830458915393113,1014,Validação
1,1586,6.0,0.0,0.4216370213554254,1013,Validação
1,1587,6.0,0.0,0.4216370213554254,1012,Validação
1,1588,6.0,0.0,0.31622776601639646,1011,Validação
1,1589,6.0,0.0,0.31622776601639646,1010,Validação
1,1590,6.0,0.0,0.4216370213554254,1009,Validação
1,1591,6.0,0.0,0.4216370213554254,1008,Validação
1,1592,6.0,0.0,0.4216370213554254,1007,Validação
1,1593,6.0,0.0,0.4216370213554254,1006,Validação
1,1594,6.0,0.0,0.699205898779849,1005,Validação
1,1595,6.0,0.0,0.8432740427113293,1004,Validação
1,1596,6.0,0.0,0.9189365834724338,1003,Validação
1,1597,6.0,0.0,0.9944289260115109,1002,Validação
1,1598,6.0,0.0,0.9944289260114824,1001,Validação
1,1599,6.0,0.0,0.9486832980501988,1000,Validação
1,1600,6.0,0.0,0.9660917830789707,999,Validação
1,1601,6.0,0.0,0.8432740427111574,998,Validação
1,1602,6.0,0.0,0.6324555320330784,997,Validação
1,1603,6.0,0.0,0.0,996,Validação
1,1604,6.0,0.0,0.0,995,Validação
1,1605,6.0,0.0,0.0,994,Validação
1,1606,6.0,0.0,0.0,993,Validação
1,1607,6.0,0.0,0.0,992,Validação
1,1608,6.0,0.0,0.0,991,Validação
1,1609,6.0,0.0,0.0,990,Validação
1,1610,6.0,0.0,0.0,989,Validação
1,1611,6.0,0.0,0.0,988,Validação
1,1612,6.0,0.0,0.0,987,Validação
1,1613,6.0,0.0,0.0,986,Validação
1,1614,6.0,0.0,0.0,985,Validação
1,1615,6.0,0.0,0.0,984,Validação
1,1616,6.0,0.0,0.0,983,Validação
1,1617,6.0,0.0,0.0,982,Validação
1,1618,6.0,0.0,0.0,981,Validação
1,1619,8.0,2.0,0.0,980,Validação
1,1620,8.0,2.0,0.0,979,Validação
1,1621,8.0,2.0,0.0,978,Validação
1,1622,8.0,2.0,0.0,977,Validação
1,1623,8.0,2.0,0.0,976,Validação
1,1624,8.0,2.0,0.0,975,Validação
1,1625,8.0,2.0,0.0,974,Validação
1,1626,8.0,2.0,0.0,973,Validação
1,1627,8.0,2.0,0.0,972,Validação
1,1628,8.0,2.0,0.0,971,Validação
1,1629,8.0,0.0,0.0,970,Validação
1,1630,8.0,0.0,0.0,969,Validação
1,1631,8.0,0.0,0.0,968,Validação
1,1632,8.0,0.0,0.0,967,Validação
1,1633,8.0,0.0,0.0,966,Validação
1,1634,8.0,0.0,0.0,965,Validação
1,1635,8.0,0.0,0.0,964,Validação
1,1636,8.0,0.0,0.0,963,Validação
1,1637,8.0,0.0,0.0,962,Validação
1,1638,8.0,0.0,0.0,961,Validação
1,1639,8.0,0.0,0.0,960,Validação
1,1640,8.0,0.0,0.0,959,Validação
1,1641,8.0,0.0,0.0,958,Validação
1,1642,8.0,0.0,0.0,957,Validação
1,1643,8.0,0.0,0.0,956,Validação
1,1644,8.0,0.0,0.0,955,Validação
1,1645,8.0,0.0,0.0,954,Validação
1,1646,8.0,0.0,0.0,953,Validação
1,1647,8.0,0.0,0.0,952,Validação
1,1648,8.0,0.0,0.0,951,Validação
1,1649,8.0,0.0,0.0,950,Validação
1,1650,8.0,0.0,0.0,949,Validação
1,1651,8.0,0.0,0.0,948,Validação
1,1652,8.0,0.0,0.0,947,Validação
1,1653,8.0,0.0,0.0,946,Validação
1,1654,8.0,0.0,0.0,945,Validação
1,1655,8.0,0.0,0.0,944,Validação
1,1656,8.0,0.0,0.0,943,Validação
1,1657,8.0,0.0,0.0,942,Validação
1,1658,8.0,0.0,0.0,941,Validação
1,1659,8.0,0.0,0.0,940,Validação
1,1660,8.0,0.0,0.0,939,Validação
1,1661,8.0,0.0,0.0,938,Validação
1,1662,8.0,0.0,0.0,937,Validação
1,1663,8.0,0.0,0.0,936,Validação
1,1664,8.0,0.0,0.0,935,Validação
1,1665,8.0,0.0,0.0,934,Validação
1,1666,8.0,0.0,0.0,933,Validação
1,1667,8.0,0.0,0.0,932,Validação
1,1668,8.0,0.0,0.0,931,Validação
1,1669,8.0,0.0,0.0,930,Validação
1,1670,8.0,0.0,0.0,929,Validação
1,1671,8.0,0.0,0.0,928,Validação
1,1672,8.0,0.0,0.0,927,Validação
1,1673,8.0,0.0,0.0,926,Validação
1,1674,8.0,0.0,0.0,925,Validação
1,1675,8.0,0.0,0.0,924,Validação
1,1676,8.0,0.0,0.0,923,Validação
1,1677,8.0,0.0,0.0,922,Validação
1,1678,8.0,0.0,0.0,921,Validação
1,1679,8.0,0.0,0.0,920,Validação
1,1680,8.0,0.0,0.0,919,Validação
1,1681,8.0,0.0,0.0,918,Validação
1,1682,8.0,0.0,0.0,917,Validação
1,1683,8.0,0.0,0.0,916,Validação
1,1684,8.0,0.0,0.0,915,Validação
1,1685,8.0,0.0,0.0,914,Validação
1,1686,8.0,0.0,0.0,913,Validação
1,1687,8.0,0.0,0.0,912,Validação
1,1688,8.0,0.0,0.0,911,Validação
1,1689,8.0,0.0,0.0,910,Validação
1,1690,8.0,0.0,0.0,909,Validação
1,1691,8.0,0.0,0.0,908,Validação
1,1692,8.0,0.0,0.0,907,Validação
1,1693,8.0,0.0,0.0,906,Validação
1,1694,8.0,0.0,0.0,905,Validação
1,1695,8.0,0.0,0.0,904,Validação
1,1696,8.0,0.0,0.0,903,Validação
1,1697,8.0,0.0,0.0,902,Validação
1,1698,8.0,0.0,0.0,901,Validação
1,1699,8.0,0.0,0.0,900,Validação
1,1700,8.0,0.0,0.0,899,Validação
1,1701,8.0,0.0,0.0,898,Validação
1,1702,8.0,0.0,0.0,897,Validação
1,1703,8.0,0.0,0.0,896,Validação
1,1704,8.0,0.0,0.0,895,Validação
1,1705,8.0,0.0,0.0,894,Validação
1,1706,8.0,0.0,0.0,893,Validação
1,1707,8.0,0.0,0.0,892,Validação
1,1708,8.0,0.0,0.0,891,Validação
1,1709,8.0,0.0,0.0,890,Validação
1,1710,8.0,0.0,0.0,889,Validação
1,1711,8.0,0.0,0.0,888,Validação
1,1712,8.0,0.0,0.0,887,Validação
1,1713,8.0,0.0,0.0,886,Validação
1,1714,8.0,0.0,0.0,885,Validação
1,1715,8.0,0.0,0.0,884,Validação
1,1716,8.0,0.0,0.0,883,Validação
1,1717,8.0,0.0,0.0,882,Validação
1,1718,8.0,0.0,0.0,881,Validação
1,1719,8.0,0.0,0.0,880,Validação
1,1720,8.0,0.0,0.0,879,Validação
1,1721,8.0,0.0,0.0,878,Validação
1,1722,8.0,0.0,0.0,877,Validação
1,1723,8.0,0.0,0.0,876,Validação
1,1724,8.0,0.0,0.0,875,Validação
1,1725,8.0,0.0,0.0,874,Validação
1,1726,8.0,0.0,0.0,873,Validação
1,1727,8.0,0.0,5.059644256269269,872,Validação
1,1728,8.0,0.0,6.746192341692396,871,Validação
1,1729,8.0,0.0,7.7287342646342,870,Validação
1,1730,8.0,0.0,8.26236447190896,869,Validação
1,1731,8.0,0.0,8.43274042711545,868,Validação
1,1732,8.0,0.0,8.262364471908885,867,Validação
1,1733,8.0,0.0,7.728734264634039,866,Validação
1,1734,8.0,0.0,6.746192341692125,865,Validação
1,1735,8.0,0.0,5.034326612809133,864,Validação
1,1736,24.0,16.0,0.316227766006246,863,Validação
1,1737,24.0,16.0,0.316227766006246,862,Validação
1,1738,24.0,16.0,0.42163702134787995,861,Validação
1,1739,24.0,16.0,0.42163702134787995,860,Validação
1,1740,24.0,16.0,0.42163702134787995,859,Validação
1,1741,24.0,16.0,0.483045891532784,858,Validação
1,1742,24.0,16.0,0.483045891532784,857,Validação
1,1743,24.0,16.0,0.483045891532784,856,Validação
1,1744,24.0,16.0,0.5163977794879375,855,Validação
1,1745,24.0,16.0,0.5163977794879375,854,Validação
1,1746,24.0,0.0,0.5270462766885095,853,Validação
1,1747,24.0,0.0,0.5163977794880099,852,Validação
1,1748,24.0,0.0,0.5163977794880099,851,Validação
1,1749,24.0,0.0,0.4830458915329418,850,Validação
1,1750,24.0,0.0,0.4216370213481495,849,Validação
1,1751,24.0,0.0,0.4216370213481495,848,Validação
1,1752,24.0,0.0,0.31622776600672375,847,Validação
1,1753,24.0,0.0,0.31622776600672375,846,Validação
1,1754,24.0,0.0,0.4216370213481495,845,Validação
1,1755,24.0,0.0,0.4830458915329418,844,Validação
1,1756,24.0,0.0,0.4830458915329418,843,Validação
1,1757,24.0,0.0,0.4830458915329418,842,Validação
1,1758,24.0,0.0,0.4830458915329418,841,Validação
1,1759,24.0,0.0,0.4830458915329418,840,Validação
1,1760,24.0,0.0,0.4830458915329418,839,Validação
1,1761,24.0,0.0,0.4830458915329418,838,Validação
1,1762,24.0,0.0,0.4830458915329418,837,Validação
1,1763,24.0,0.0,0.4216370213481495,836,Validação
1,1764,24.0,0.0,0.31622776600672375,835,Validação
1,1765,24.0,0.0,0.0,834,Validação
1,1766,24.0,0.0,0.31622776600672375,833,Validação
1,1767,24.0,0.0,0.31622776600672375,832,Validação
1,1768,24.0,0.0,0.4216370213481495,831,Validação
1,1769,24.0,0.0,0.4216370213481495,830,Validação
1,1770,24.0,0.0,0.4216370213481495,829,Validação
1,1771,24.0,0.0,0.4216370213481495,828,Validação
1,1772,24.0,0.0,0.4830458915329418,827,Validação
1,1773,24.0,0.0,0.4830458915329418,826,Validação
1,1774,24.0,0.0,0.4830458915329418,825,Validação
1,1775,24.0,0.0,0.5163977794880099,824,Validação
1,1776,24.0,0.0,0.4830458915329418,823,Validação
1,1777,24.0,0.0,0.4830458915329418,822,Validação
1,1778,24.0,0.0,0.4830458915329418,821,Validação
1,1779,24.0,0.0,0.4830458915329418,820,Validação
1,1780,24.0,0.0,0.4830458915329418,819,Validação
1,1781,24.0,0.0,0.5163977794880099,818,Validação
1,1782,24.0,0.0,0.4830458915329418,817,Validação
1,1783,24.0,0.0,0.4830458915329418,816,Validação
1,1784,24.0,0.0,0.5163977794880099,815,Validação
1,1785,24.0,0.0,0.5163977794880099,814,Validação
1,1786,24.0,0.0,0.5270462766885095,813,Validação
1,1787,24.0,0.0,0.5270462766885095,812,Validação
1,1788,24.0,0.0,0.5270462766885095,811,Validação
1,1789,24.0,0.0,0.5270462766885095,810,Validação
1,1790,24.0,0.0,0.5270462766885095,809,Validação
1,1791,24.0,0.0,0.5270462766885095,808,Validação
1,1792,24.0,0.0,0.5270462766885095,807,Validação
1,1793,24.0,0.0,0.5270462766885095,806,Validação
1,1794,24.0,0.0,0.5163977794880099,805,Validação
1,1795,24.0,0.0,0.5163977794880099,804,Validação
1,1796,24.0,0.0,0.5163977794880099,803,Validação
1,1797,24.0,0.0,0.5270462766885095,802,Validação
1,1798,24.0,0.0,0.5270462766885095,801,Validação
1,1799,24.0,0.0,0.5163977794879375,800,Validação
1,1800,24.0,0.0,0.5163977794879375,799,Validação
1,1801,24.0,0.0,0.5163977794879375,798,Validação
1,1802,24.0,0.0,0.483045891532784,797,Validação
1,1803,24.0,0.0,0.483045891532784,796,Validação
1,1804,24.0,0.0,0.483045891532784,795,Validação
1,1805,24.0,0.0,0.5163977794879375,794,Validação
1,1806,24.0,0.0,0.5270462766885095,793,Validação
1,1807,24.0,0.0,0.5163977794880099,792,Validação
1,1808,24.0,0.0,0.4830458915329418,791,Validação
1,1809,24.0,0.0,0.4216370213481495,790,Validação
1,1810,24.0,0.0,0.4830458915329418,789,Validação
1,1811,24.0,0.0,0.4830458915329418,788,Validação
1,1812,24.0,0.0,0.4216370213481495,787,Validação
1,1813,24.0,0.0,0.4216370213481495,786,Validação
1,1814,24.0,0.0,0.4216370213481495,785,Validação
1,1815,24.0,0.0,0.4216370213481495,784,Validação
1,1816,24.0,0.0,0.4216370213481495,783,Validação
1,1817,24.0,0.0,0.4216370213481495,782,Validação
1,1818,24.0,0.0,0.4216370213481495,781,Validação
1,1819,24.0,0.0,0.4216370213481495,780,Validação
1,1820,24.0,0.0,0.31622776600672375,779,Validação
1,1821,24.0,0.0,0.0,778,Validação
1,1822,24.0,0.0,0.0,777,Validação
1,1823,24.0,0.0,0.31622776600672375,776,Validação
1,1824,24.0,0.0,0.31622776600672375,775,Validação
1,1825,24.0,0.0,0.31622776600672375,774,Validação
1,1826,24.0,0.0,0.31622776600672375,773,Validação
1,1827,24.0,0.0,0.31622776600672375,772,Validação
1,1828,24.0,0.0,0.31622776600672375,771,Validação
1,1829,24.0,0.0,0.31622776600672375,770,Validação
1,1830,24.0,0.0,0.31622776600672375,769,Validação
1,1831,24.0,0.0,0.31622776600672375,768,Validação
1,1832,24.0,0.0,0.31622776600672375,767,Validação
1,1833,24.0,0.0,4.743416490251828,766,Validação
1,1834,24.0,0.0,6.3245553203361515,765,Validação
1,1835,24.0,0.0,7.245688373094144,764,Validação
1,1836,24.0,0.0,7.745966692414253,763,Validação
1,1837,24.0,0.0,7.905694150420338,762,Validação
1,1838,24.0,0.0,7.745966692414169,761,Validação
1,1839,24.0,0.0,7.245688373093962,760,Validação
1,1840,24.0,0.0,6.32455532033584,759,Validação
1,1841,24.0,0.0,4.743416490251276,758,Validação
1,1842,38.0,14.0,0.0,757,Validação
1,1843,38.0,14.0,0.0,756,Validação
1,1844,38.0,14.0,0.0,755,Validação
1,1845,38.0,14.0,0.0,754,Validação
1,1846,38.0,14.0,0.0,753,Validação
1,1847,38.0,14.0,0.0,752,Validação
1,1848,38.0,14.0,0.0,751,Validação
1,1849,38.0,14.0,0.0,750,Validação
1,1850,38.0,14.0,0.0,749,Validação
1,1851,38.0,14.0,0.0,748,Validação
1,1852,38.0,0.0,0.0,747,Validação
1,1853,38.0,0.0,0.0,746,Validação
1,1854,38.0,0.0,0.0,745,Validação
1,1855,38.0,0.0,0.0,744,Validação
1,1856,38.0,0.0,0.0,743,Validação
1,1857,38.0,0.0,0.0,742,Validação
1,1858,38.0,0.0,0.0,741,Validação
1,1859,38.0,0.0,0.0,740,Validação
1,1860,38.0,0.0,0.0,739,Validação
1,1861,38.0,0.0,0.0,738,Validação
1,1862,38.0,0.0,0.0,737,Validação
1,1863,38.0,0.0,0.0,736,Validação
1,1864,38.0,0.0,0.0,735,Validação
1,1865,38.0,0.0,0.0,734,Validação
1,1866,38.0,0.0,0.0,733,Validação
1,1867,38.0,0.0,0.0,732,Validação
1,1868,38.0,0.0,0.0,731,Validação
1,1869,38.0,0.0,0.0,730,Validação
1,1870,38.0,0.0,0.0,729,Validação
1,1871,38.0,0.0,0.0,728,Validação
1,1872,38.0,0.0,0.0,727,Validação
1,1873,38.0,0.0,0.0,726,Validação
1,1874,38.0,0.0,0.0,725,Validação
1,1875,38.0,0.0,0.0,724,Validação
1,1876,38.0,0.0,0.0,723,Validação
1,1877,38.0,0.0,0.0,722,Validação
1,1878,38.0,0.0,0.0,721,Validação
1,1879,38.0,0.0,0.0,720,Validação
1,1880,38.0,0.0,0.0,719,Validação
1,1881,38.0,0.0,0.0,718,Validação
1,1882,38.0,0.0,0.0,717,Validação
1,1883,38.0,0.0,0.0,716,Validação
1,1884,38.0,0.0,0.0,715,Validação
1,1885,38.0,0.0,0.0,714,Validação
1,1886,38.0,0.0,0.0,713,Validação
1,1887,38.0,0.0,0.0,712,Validação
1,1888,38.0,0.0,0.0,711,Validação
1,1889,38.0,0.0,0.0,710,Validação
1,1890,38.0,0.0,0.0,709,Validação
1,1891,38.0,0.0,0.0,708,Validação
1,1892,38.0,0.0,0.0,707,Validação
1,1893,38.0,0.0,0.0,706,Validação
1,1894,38.0,0.0,0.0,705,Validação
1,1895,38.0,0.0,0.0,704,Validação
1,1896,38.0,0.0,0.0,703,Validação
1,1897,38.0,0.0,0.0,702,Validação
1,1898,38.0,0.0,0.0,701,Validação
1,1899,38.0,0.0,0.0,700,Validação
1,1900,38.0,0.0,0.0,699,Validação
1,1901,38.0,0.0,0.0,698,Validação
1,1902,38.0,0.0,0.0,697,Validação
1,1903,38.0,0.0,0.0,696,Validação
1,1904,38.0,0.0,0.0,695,Validação
1,1905,38.0,0.0,0.0,694,Validação
1,1906,38.0,0.0,0.0,693,Validação
1,1907,38.0,0.0,0.0,692,Validação
1,1908,38.0,0.0,0.0,691,Validação
1,1909,38.0,0.0,0.0,690,Validação
1,1910,38.0,0.0,0.0,689,Validação
1,1911,38.0,0.0,0.0,688,Validação
1,1912,38.0,0.0,0.0,687,Validação
1,1913,38.0,0.0,0.0,686,Validação
1,1914,38.0,0.0,0.0,685,Validação
1,1915,38.0,0.0,0.0,684,Validação
1,1916,38.0,0.0,1.897366596097548,683,Validação
1,1917,38.0,0.0,2.529822128132043,682,Validação
1,1918,38.0,0.0,2.898275349235523,681,Validação
1,1919,38.0,0.0,3.0983866769636834,680,Validação
1,1920,38.0,0.0,3.162277660166138,679,Validação
1,1921,38.0,0.0,3.0983866769636106,678,Validação
1,1922,38.0,0.0,2.898275349235368,677,Validação
1,1923,38.0,0.0,2.529822128131773,676,Validação
1,1924,38.0,0.0,1.8973665960970552,675,Validação
1,1925,38.0,0.0,0.0,674,Validação
1,1926,38.0,0.0,0.0,673,Validação
1,1927,38.0,0.0,0.0,672,Validação
1,1928,38.0,0.0,0.0,671,Validação
1,1929,38.0,0.0,0.0,670,Validação
1,1930,38.0,0.0,0.0,669,Validação
1,1931,38.0,0.0,0.0,668,Validação
1,1932,38.0,0.0,0.0,667,Validação
1,1933,38.0,0.0,0.0,666,Validação
1,1934,38.0,0.0,0.0,665,Validação
1,1935,38.0,0.0,0.0,664,Validação
1,1936,38.0,0.0,0.0,663,Validação
1,1937,38.0,0.0,0.0,662,Validação
1,1938,38.0,0.0,0.0,661,Validação
1,1939,38.0,0.0,0.0,660,Validação
1,1940,38.0,0.0,0.0,659,Validação
1,1941,38.0,0.0,0.0,658,Validação
1,1942,44.0,6.0,0.0,657,Validação
1,1943,44.0,6.0,0.0,656,Validação
1,1944,44.0,6.0,0.0,655,Validação
1,1945,44.0,6.0,0.0,654,Validação
1,1946,44.0,6.0,0.0,653,Validação
1,1947,44.0,6.0,0.0,652,Validação
1,1948,44.0,6.0,0.0,651,Validação
1,1949,44.0,6.0,0.0,650,Validação
1,1950,44.0,6.0,0.0,649,Validação
1,1951,44.0,6.0,0.0,648,Validação
1,1952,44.0,0.0,0.0,647,Validação
1,1953,44.0,0.0,0.0,646,Validação
1,1954,44.0,0.0,0.0,645,Validação
1,1955,44.0,0.0,0.0,644,Validação
1,1956,44.0,0.0,0.0,643,Validação
1,1957,44.0,0.0,0.0,642,Validação
1,1958,44.0,0.0,0.0,641,Validação
1,1959,44.0,0.0,0.0,640,Validação
1,1960,44.0,0.0,0.0,639,Validação
1,1961,44.0,0.0,0.0,638,Validação
1,1962,44.0,0.0,0.0,637,Validação
1,1963,44.0,0.0,0.0,636,Validação
1,1964,44.0,0.0,3.794733192199973,635,Validação
1,1965,44.0,0.0,5.059644256267798,634,Validação
1,1966,44.0,0.0,5.7965506984743325,633,Validação
1,1967,44.0,0.0,6.196773353930483,632,Validação
1,1968,44.0,0.0,6.324555320335368,631,Validação
1,1969,44.0,0.0,6.196773353930412,630,Validação
1,1970,44.0,0.0,5.796550698474184,629,Validação
1,1971,44.0,0.0,5.059644256267547,628,Validação
1,1972,44.0,0.0,3.7947331921995255,627,Validação
1,1973,56.0,12.0,0.0,626,Validação
1,1974,56.0,12.0,0.0,625,Validação
1,1975,56.0,12.0,0.0,624,Validação
1,1976,56.0,12.0,0.0,623,Validação
1,1977,56.0,12.0,0.0,622,Validação
1,1978,56.0,12.0,0.0,621,Validação
1,1979,56.0,12.0,0.0,620,Validação
1,1980,56.0,12.0,0.0,619,Validação
1,1981,56.0,12.0,0.0,618,Validação
1,1982,56.0,12.0,0.0,617,Validação
1,1983,56.0,0.0,0.0,616,Validação
1,1984,56.0,0.0,0.0,615,Validação
1,1985,56.0,0.0,0.0,614,Validação
1,1986,56.0,0.0,0.0,613,Validação
1,1987,56.0,0.0,0.0,612,Validação
1,1988,56.0,0.0,0.0,611,Validação
1,1989,56.0,0.0,0.0,610,Validação
1,1990,56.0,0.0,0.0,609,Validação
1,1991,56.0,0.0,0.0,608,Validação
1,1992,56.0,0.0,0.0,607,Validação
1,1993,56.0,0.0,0.0,606,Validação
1,1994,56.0,0.0,0.0,605,Validação
1,1995,56.0,0.0,0.0,604,Validação
1,1996,56.0,0.0,0.0,603,Validação
1,1997,56.0,0.0,0.0,602,Validação
1,1998,56.0,0.0,0.0,601,Validação
1,1999,56.0,0.0,0.0,600,Validação
1,2000,56.0,0.0,0.0,599,Validação
1,2001,56.0,0.0,0.0,598,Validação
1,2002,56.0,0.0,0.0,597,Validação
1,2003,56.0,0.0,0.0,596,Validação
1,2004,56.0,0.0,0.0,595,Validação
1,2005,56.0,0.0,0.0,594,Validação
1,2006,56.0,0.0,0.0,593,Validação
1,2007,56.0,0.0,0.0,592,Validação
1,2008,56.0,0.0,3.1622776601652274,591,Validação
1,2009,56.0,0.0,4.216370213555439,590,Validação
1,2010,56.0,0.0,4.6773686809740855,589,Validação
1,2011,56.0,0.0,5.043147165541818,588,Validação
1,2012,56.0,0.0,5.07280330126373,587,Validação
1,2013,56.0,0.0,4.922736366423854,586,Validação
1,2014,56.0,0.0,4.575295983137229,585,Validação
1,2015,56.0,0.0,3.9791121287683504,584,Validação
1,2016,56.0,0.0,2.988868236190936,583,Validação
1,2017,56.0,0.0,0.48304589151637156,582,Validação
1,2018,56.0,0.0,0.42163702132915315,581,Validação
1,2019,56.0,0.0,0.3162277659813763,580,Validação
1,2020,56.0,0.0,0.3162277659813763,579,Validação
1,2021,56.0,0.0,0.0,578,Validação
