ID_Trem,Ciclo,Grupo,RUL_Alvo,Distancia_Ref_Atual,Inclinacao_Mecanica,Vibracao_Max,Vibracao_Media,Vibracao_Tendencia,Vibracao_Std,Vibracao_Kurtosis,Vibracao_Energia
1,205,Validação,800.0,24.0,1.0,167.0,166.66,-1.0,0.4785181206984065,-1.5796260477111759,1388789.0
1,210,Validação,795.0,24.0,0.0,167.0,166.58,0.0,0.4985693819032902,-1.9686965028123873,1387457.0
1,215,Validação,790.0,23.0,0.0,167.0,166.64,0.0,0.4848732213850613,-1.708176344562721,1388456.0
1,220,Validação,785.0,23.0,0.0,167.0,166.6,0.0,0.49487165930539323,-1.900487588652503,1387790.0
1,225,Validação,780.0,23.0,-1.0,167.0,166.62,1.0,0.490314351478015,-1.8142903587038774,1388123.0
1,230,Validação,775.0,23.0,0.0,167.0,166.66,0.0,0.4785181206984065,-1.5796260477111759,1388789.0
1,235,Validação,770.0,23.0,-1.0,167.0,166.66,1.0,0.4785181206984065,-1.5796260477111759,1388789.0
1,240,Validação,765.0,23.0,0.0,167.0,166.7,0.0,0.4629100498862758,-1.241134751773146,1389455.0
1,245,Validação,760.0,38.0,14.0,167.0,165.26,-14.0,4.484940788633783,5.637601203042811,1366529.0
1,250,Validação,755.0,38.0,15.0,167.0,163.8,-15.0,5.972727131533392,0.3827765455248917,1343270.0
1,255,Validação,750.0,38.0,14.0,167.0,162.36,-14.0,6.8594043889705585,-1.2442939461741112,1320344.0
1,260,Validação,745.0,38.0,15.0,167.0,160.94,-15.0,7.377323224529594,-1.8990073218055974,1297751.0
1,265,Validação,740.0,38.0,15.0,167.0,159.44,-15.0,7.519118489367143,-2.081306890326338,1273826.0
1,270,Validação,735.0,38.0,15.0,167.0,157.98,-15.0,7.399641469527491,-1.8981036244385852,1250567.0
1,275,Validação,730.0,38.0,15.0,167.0,156.48,-15.0,6.914167649523281,-1.2368469113518932,1226642.0
1,280,Validação,725.0,38.0,14.0,167.0,154.98,-14.0,6.022034370475126,0.41646887215680284,1202717.0
1,285,Validação,720.0,38.0,15.0,167.0,153.5,-15.0,4.545686450484948,5.791962174940899,1179125.0
1,290,Validação,715.0,38.0,0.0,152.0,152.0,0.0,0.0,0.0,1155200.0
1,295,Validação,710.0,38.0,0.0,152.0,152.0,0.0,0.0,0.0,1155200.0
1,300,Validação,705.0,38.0,0.0,152.0,152.0,0.0,0.0,0.0,1155200.0
1,305,Validação,700.0,38.0,0.0,152.0,152.0,0.0,0.0,0.0,1155200.0
1,310,Validação,695.0,38.0,0.0,152.0,152.0,0.0,0.0,0.0,1155200.0
1,315,Validação,690.0,38.0,0.0,152.0,152.0,0.0,0.0,0.0,1155200.0
1,320,Validação,685.0,38.0,0.0,152.0,152.0,0.0,0.0,0.0,1155200.0
1,325,Validação,680.0,44.0,6.0,152.0,151.76,-6.0,1.1876919823329444,22.330729166666515,1151624.0
1,330,Validação,675.0,44.0,6.0,152.0,151.16,-6.0,2.1030589965231936,2.6843146956951847,1142684.0
1,335,Validação,670.0,44.0,6.0,152.0,150.56,-6.0,2.5885146635214,-0.4429707913400476,1133744.0
1,340,Validação,665.0,44.0,6.0,152.0,149.96,-6.0,2.8711087241904387,-1.5796260477111457,1124804.0
1,345,Validação,660.0,44.0,6.0,152.0,149.36,-6.0,3.0085592185344403,-2.0203699226305556,1115864.0
1,350,Validação,655.0,44.0,6.0,152.0,148.76,-6.0,3.020744603435329,-2.056566279507998,1106924.0
1,355,Validação,650.0,44.0,6.0,152.0,148.16,-6.0,2.909239328310367,-1.7081763445626443,1097984.0
1,360,Validação,645.0,44.0,6.0,152.0,147.56,-6.0,2.6585249861607134,-0.7586145884018265,1089044.0
1,365,Validação,640.0,44.0,6.0,152.0,146.96,-6.0,2.2219682394541227,1.7259530141843697,1080104.0
1,370,Validação,635.0,44.0,6.0,152.0,146.36,-6.0,1.4393876248925717,13.124339821940382,1071164.0
1,375,Validação,630.0,56.0,12.0,146.0,145.04,-12.0,3.2885701874144364,8.53448774283068,1052360.0
1,380,Validação,625.0,56.0,12.0,146.0,143.84,-12.0,4.657055213899243,0.9888715908435737,1035560.0
1,385,Validação,620.0,56.0,12.0,146.0,142.64,-12.0,5.44268841133287,-1.0213504728132499,1018760.0
1,390,Validação,615.0,56.0,12.0,146.0,141.44,-12.0,5.883772217736174,-1.8142903587038983,1001960.0
1,395,Validação,610.0,56.0,12.0,146.0,140.24,-12.0,6.056064594053383,-2.0780056601200214,985160.0
1,400,Validação,605.0,56.0,12.0,146.0,139.04,-12.0,5.982832582839479,-1.9686965028124213,968360.0
1,405,Validação,600.0,56.0,12.0,146.0,137.84,-12.0,5.65454485798993,-1.4253656914893638,951560.0
1,410,Validação,595.0,56.0,12.0,146.0,136.64,-12.0,5.021423491157761,-0.060754847988873095,934760.0
1,415,Validação,590.0,56.0,12.0,146.0,135.44,-12.0,3.939128671911785,3.973746776273374,917960.0
1,420,Validação,585.0,65.0,21.0,146.0,133.28,-21.0,3.4406928585589793,6.3274911548605814,888758.0
1,425,Validação,580.0,65.0,9.0,134.0,132.14,-9.0,3.7634656195304546,0.4686567712266396,873743.0
1,430,Validação,575.0,65.0,9.0,134.0,131.24,-9.0,4.264519017307765,-1.2073048208854373,862088.0
1,435,Validação,570.0,65.0,9.0,134.0,130.34,-9.0,4.533818501449043,-1.879621082692233,850433.0
1,440,Validação,565.0,65.0,9.0,134.0,129.44,-9.0,4.612140146905106,-2.0719617735253415,838778.0
1,445,Validação,560.0,65.0,9.0,134.0,128.54,-9.0,4.509445868487204,-1.893643670260925,827123.0
1,450,Validação,555.0,65.0,9.0,134.0,127.64,-9.0,4.212517788977156,-1.24250267193092,815468.0
1,455,Validação,550.0,65.0,9.0,134.0,126.74,-9.0,3.6745678629727143,0.3864960513552722,803813.0
1,460,Validação,545.0,79.0,23.0,134.0,124.48,-23.0,5.191201347334876,2.7992645923332447,776084.0
1,465,Validação,540.0,78.0,12.0,125.0,122.26,-12.0,5.39391191198797,0.4289245590198427,748801.0
1,470,Validação,535.0,78.0,13.0,125.0,120.98,-13.0,6.208913934408977,-1.2186330757793244,733697.0
1,475,Validação,530.0,78.0,13.0,125.0,119.66,-13.0,6.613560589687632,-1.884304305052799,718069.0
1,480,Validação,525.0,79.0,14.0,125.0,118.32,-14.0,6.756523680480812,-2.0732368988604,702218.0
1,485,Validação,520.0,78.0,13.0,125.0,116.98,-13.0,6.625522697901515,-1.8940400976796512,686367.0
1,490,Validação,515.0,89.0,24.0,125.0,114.86,-24.0,7.233736156061415,-0.7751442146417218,662205.0
1,495,Validação,510.0,87.0,22.0,125.0,112.6,-22.0,7.253429871306342,-0.23477409739937327,636516.0
1,500,Validação,505.0,86.0,21.0,125.0,110.42,-21.0,6.414556150837319,0.7500912356963991,611645.0
1,505,Validação,500.0,89.0,10.0,112.0,108.16,-10.0,4.581952172850096,-1.571770598783419,585958.0
1,510,Validação,495.0,89.0,10.0,112.0,107.18,-10.0,4.843215325987228,-1.899816459560771,575527.0
1,515,Validação,490.0,89.0,10.0,112.0,106.16,-10.0,4.850247205986895,-1.8618350844262328,564650.0
1,520,Validação,485.0,95.0,17.0,112.0,104.5,-17.0,5.5115833496744076,-1.0228934964947074,547501.0
1,525,Validação,480.0,95.0,17.0,112.0,102.82,-17.0,5.59040723572304,-0.7082949078428431,530129.0
1,530,Validação,475.0,95.0,17.0,112.0,101.16,-17.0,5.175925432387206,-0.10263716710023107,512980.0
1,535,Validação,470.0,95.0,17.0,112.0,99.5,-17.0,4.087062714548562,-0.16287057229123025,495831.0
1,540,Validação,465.0,95.0,8.0,104.0,98.62,-8.0,3.7736465339596026,-1.7964183567028642,486993.0
1,545,Validação,460.0,95.0,7.0,104.0,97.88,-7.0,3.662496082048474,-1.4775805892544907,479682.0
1,550,Validação,455.0,95.0,9.0,104.0,97.06,-9.0,3.2602115869735724,-0.5558693315476964,471553.0
1,555,Validação,450.0,107.0,18.0,104.0,95.6,-18.0,4.1991252733425934,3.661153590425526,457832.0
1,560,Validação,445.0,107.0,21.0,104.0,93.74,-21.0,5.146070424734442,1.0413990738094823,440657.0
1,565,Validação,440.0,107.0,12.0,95.0,91.88,-12.0,5.317049972321426,-0.7586145884018265,423482.0
1,570,Validação,435.0,107.0,12.0,95.0,90.68,-12.0,5.818478656620734,-1.7081763445626443,412802.0
1,575,Validação,430.0,107.0,12.0,95.0,89.48,-12.0,6.041489206870663,-2.056566279508,402122.0
1,580,Validação,425.0,107.0,12.0,95.0,88.28,-12.0,6.017118437068886,-2.020369922630561,391442.0
1,585,Validação,420.0,107.0,12.0,95.0,87.08,-12.0,5.742217448380883,-1.579626047711153,380762.0
1,590,Validação,415.0,107.0,12.0,95.0,85.88,-12.0,5.177029327042802,-0.44297079134004713,370082.0
1,595,Validação,410.0,107.0,12.0,95.0,84.66,-12.0,4.2166337284616,2.6728797270013223,359237.0
1,600,Validação,405.0,110.0,15.0,95.0,83.28,-15.0,2.5236837345112644,18.465137311224794,347090.0
1,605,Validação,400.0,108.0,1.0,83.0,82.62,-1.0,0.9233921492109892,4.328477785547264,341345.0
1,610,Validação,395.0,110.0,3.0,83.0,82.4,-3.0,1.1248582677159729,0.7573698718090984,339550.0
1,615,Validação,390.0,110.0,3.0,83.0,82.16,-3.0,1.2834901397266398,-0.8173483855431343,337594.0
1,620,Validação,385.0,108.0,1.0,83.0,81.96,-1.0,1.354659381843394,-1.4382596309159754,335962.0
1,625,Validação,380.0,107.0,0.0,83.0,81.82,0.0,1.3804761083460604,-1.684987596475784,334819.0
1,630,Validação,375.0,110.0,3.0,83.0,81.58,-3.0,1.41551173410458,-1.9251717713453895,332863.0
1,635,Validação,370.0,107.0,0.0,83.0,81.34,0.0,1.4085743262792558,-1.9128168922713509,330907.0
1,640,Validação,365.0,110.0,3.0,83.0,81.1,-3.0,1.3590212564600326,-1.6452807470221047,328951.0
1,645,Validação,360.0,116.0,9.0,83.0,80.52,-9.0,2.0921622444597494,3.867076013183474,324388.0
1,650,Validação,355.0,117.0,7.0,83.0,79.78,-7.0,2.8592135353653334,0.6098616071371903,318643.0
1,655,Validação,350.0,116.0,7.0,83.0,79.06,-7.0,3.2789371100142457,-0.8844928769579834,313051.0
1,660,Validação,345.0,116.0,6.0,83.0,78.38,-6.0,3.52767484271416,-1.5194571037876947,307781.0
1,665,Validação,340.0,116.0,6.0,83.0,77.72,-6.0,3.6479795917796483,-1.7199781260575333,302672.0
1,670,Validação,335.0,116.0,8.0,83.0,77.02,-8.0,3.599829927955498,-1.5474733975751083,297239.0
1,675,Validação,330.0,116.0,9.0,83.0,76.26,-9.0,3.312376297266646,-0.9420405136425005,291317.0
1,680,Validação,325.0,131.0,21.0,83.0,75.3,-21.0,3.8025233297731904,6.258523827231567,284213.0
1,685,Validação,320.0,131.0,21.0,83.0,73.14,-21.0,5.81346080494332,2.2571015081518917,269129.0
1,690,Validação,315.0,131.0,21.0,83.0,70.98,-21.0,6.6039258577526345,-0.07484825642548154,254045.0
1,695,Validação,310.0,131.0,15.0,74.0,69.18,-15.0,7.0557257108055484,-1.4256826105280755,241733.0
1,700,Validação,305.0,131.0,15.0,74.0,67.68,-15.0,7.503577378116901,-1.9661493547567201,231788.0
1,705,Validação,300.0,131.0,15.0,74.0,66.18,-15.0,7.590783885739337,-2.076492208799907,221813.0
1,710,Validação,295.0,131.0,15.0,74.0,64.68,-15.0,7.371871526004667,-1.8136438654626492,211838.0
1,715,Validação,290.0,131.0,15.0,74.0,63.18,-15.0,6.817414675457474,-1.0219265841599023,201863.0
1,720,Validação,285.0,131.0,15.0,74.0,61.68,-15.0,5.832491678834476,0.985049587813279,191888.0
1,725,Validação,280.0,133.0,17.0,74.0,60.14,-17.0,4.140442646157835,8.408218191361437,181681.0
1,730,Validação,275.0,133.0,2.0,59.0,58.74,-2.0,0.6642473107178668,3.382790293797819,172541.0
1,735,Validação,270.0,133.0,2.0,59.0,58.52,-2.0,0.886174995386904,0.3904600777251046,171268.0
1,740,Validação,265.0,131.0,0.0,59.0,58.34,0.0,1.002242383816593,-0.7158717060960416,170227.0
1,745,Validação,260.0,133.0,2.0,59.0,58.14,-2.0,1.0499757042864544,-1.5186178338695535,169067.0
1,750,Validação,255.0,131.0,0.0,59.0,58.0,0.0,1.0690449676496976,-1.7799202127659575,168256.0
1,755,Validação,250.0,131.0,0.0,59.0,57.86,0.0,1.0499757042864541,-1.7737042159352578,167443.0
1,760,Validação,245.0,133.0,2.0,59.0,57.68,-2.0,1.0388376550113059,-1.5183061782871605,166402.0
1,765,Validação,240.0,133.0,2.0,59.0,57.48,-2.0,0.9527618286018891,-0.7961884692077841,165242.0
1,770,Validação,235.0,133.0,2.0,59.0,57.3,-2.0,0.8630747123996125,0.42922906776651537,164201.0
1,775,Validação,230.0,138.0,5.0,59.0,56.62,-5.0,1.7715437750557494,3.7988829489438984,160445.0
1,780,Validação,225.0,139.0,6.0,59.0,56.02,-6.0,2.445236936059446,0.22201183741634445,157205.0
1,785,Validação,220.0,139.0,5.0,59.0,55.46,-5.0,2.822721222870019,-1.1410631055751166,154181.0
1,790,Validação,215.0,139.0,6.0,59.0,54.86,-6.0,3.010254582765589,-1.7130593182587794,150925.0
1,795,Validação,210.0,139.0,6.0,59.0,54.26,-6.0,3.1220741404994703,-1.8452798911531176,147685.0
1,800,Validação,205.0,139.0,6.0,59.0,53.64,-6.0,3.0422870022536723,-1.6170413334938778,144316.0
1,805,Validação,200.0,144.0,10.0,59.0,52.78,-10.0,3.1055578880320973,-0.41849897686273696,139759.0
1,810,Validação,195.0,145.0,12.0,59.0,51.6,-12.0,3.4226138716316985,0.13655910235801905,133702.0
1,815,Validação,190.0,144.0,13.0,59.0,50.46,-13.0,3.339375476257284,0.39919069371687854,127857.0
1,820,Validação,185.0,146.0,8.0,52.0,49.26,-8.0,2.805315653962553,-1.2710170879624794,121713.0
1,825,Validação,180.0,146.0,7.0,52.0,48.56,-7.0,2.970329467055321,-1.7287092358398304,118336.0
1,830,Validação,175.0,144.0,6.0,52.0,48.02,-6.0,2.979453449400218,-1.8197425626091357,115731.0
1,835,Validação,170.0,144.0,5.0,52.0,47.48,-5.0,2.8373600837570767,-1.566337004378322,113112.0
1,840,Validação,165.0,144.0,5.0,52.0,46.96,-5.0,2.5631613133720927,-0.8089632353871798,110584.0
1,845,Validação,160.0,144.0,5.0,52.0,46.46,-5.0,2.177903878990634,1.1049811319011908,108159.0
1,850,Validação,155.0,144.0,5.0,51.0,45.94,-5.0,1.4764823060233419,6.849487077726916,105631.0
1,855,Validação,150.0,152.0,8.0,46.0,45.0,-8.0,2.0,5.428747828918802,101446.0
1,860,Validação,145.0,149.0,5.0,46.0,44.42,-5.0,2.6036865543819574,0.9760215389783644,98989.0
1,865,Validação,140.0,149.0,5.0,46.0,43.88,-5.0,2.8688332265282783,-0.568661350048743,96676.0
1,870,Validação,135.0,152.0,6.0,46.0,43.26,-6.0,3.1867711251487196,-1.357874639536896,94069.0
1,875,Validação,130.0,149.0,3.0,46.0,42.76,-3.0,3.3169939673734463,-1.6619827469920323,91960.0
1,880,Validação,125.0,149.0,5.0,46.0,42.18,-5.0,3.299288729779341,-1.6567920690654654,89491.0
1,885,Validação,120.0,152.0,8.0,46.0,41.58,-8.0,3.156399395332782,-1.321632609540927,86933.0
1,890,Validação,115.0,152.0,8.0,46.0,40.86,-8.0,2.8856435634898174,-0.4911972894524732,83885.0
1,895,Validação,110.0,165.0,21.0,46.0,39.66,-21.0,3.8205139092289997,7.70522065911579,79361.0
1,900,Validação,105.0,164.0,12.0,41.0,37.62,-12.0,5.14242061639442,2.046343520371056,72059.0
1,905,Validação,100.0,166.0,14.0,41.0,36.1,-14.0,6.430951940198501,-0.5254923307951134,67187.0
1,910,Validação,95.0,165.0,13.0,41.0,34.66,-13.0,7.067054924515759,-1.5508738099248913,62513.0
1,915,Validação,90.0,165.0,15.0,41.0,33.14,-15.0,7.340160705575421,-1.9397844452912005,57553.0
1,920,Validação,85.0,165.0,16.0,41.0,31.76,-16.0,7.397076090853569,-1.9509965144956143,53116.0
1,925,Validação,80.0,165.0,13.0,41.0,30.3,-13.0,7.080441586597865,-1.5778340818529246,48361.0
1,930,Validação,75.0,165.0,16.0,41.0,28.82,-16.0,6.429174574880177,-0.6000129020528822,43555.0
1,935,Validação,70.0,165.0,13.0,41.0,27.32,-13.0,5.30859910803179,1.8985043999857094,38700.0
1,940,Validação,65.0,174.0,22.0,41.0,25.34,-22.0,4.452057538546711,7.243921732631156,33077.0
1,945,Validação,60.0,173.0,8.0,26.0,23.64,-8.0,3.268651347674306,1.9574474235971548,28466.0
1,950,Validação,55.0,174.0,8.0,26.0,22.74,-8.0,3.8108866609828667,-0.5738992316250191,26567.0
1,955,Validação,50.0,176.0,11.0,26.0,21.86,-11.0,4.328406408924228,-1.509581352692897,24811.0
1,960,Validação,45.0,174.0,10.0,26.0,20.9,-10.0,4.550173802466568,-1.8959360685597362,22855.0
1,965,Validação,40.0,174.0,10.0,26.0,20.0,-10.0,4.535573676110727,-1.9153230274822695,21008.0
1,970,Validação,35.0,177.0,12.0,26.0,18.9,-12.0,4.496029994816061,-1.4882700973889944,18851.0
1,975,Validação,30.0,177.0,12.0,25.0,17.68,-12.0,4.263944709983458,-0.6471956861233172,16520.0
1,980,Validação,25.0,177.0,12.0,25.0,16.5,-12.0,3.654742515847438,1.253871057830553,14267.0
1,985,Validação,20.0,177.0,11.0,25.0,15.32,-11.0,2.4779846979481746,6.006591053363229,12036.0
1,990,Validação,15.0,177.0,4.0,17.0,14.72,-4.0,1.6786778081792433,-1.807647588672576,10972.0
1,995,Validação,10.0,177.0,4.0,17.0,14.32,-4.0,1.5576015051930305,-1.5936446104672406,10372.0
1,1000,Validação,5.0,177.0,3.0,17.0,13.96,-3.0,1.3844618788097953,-1.064899868278245,9838.0
1,1005,Validação,0.0,177.0,1.0,16.0,13.7,-1.0,1.249489691752564,-0.19533676354702356,9461.0
2,50,Treino,1177.0,10.0,10.0,189.0,179.2,-10.0,1.4142135623730938,50.00000000000024,1605730.0
2,55,Treino,1172.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,60,Treino,1167.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,65,Treino,1162.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,70,Treino,1157.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,75,Treino,1152.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,80,Treino,1147.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,85,Treino,1142.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,90,Treino,1137.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,95,Treino,1132.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,100,Treino,1127.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,105,Treino,1122.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,110,Treino,1117.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,115,Treino,1112.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,120,Treino,1107.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,125,Treino,1102.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,130,Treino,1097.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,135,Treino,1092.0,10.0,0.0,179.0,179.0,0.0,0.0,0.0,1602050.0
2,140,Treino,1087.0,25.0,15.0,179.0,177.8,-15.0,4.110712734268045,8.534487742830752,1581470.0
2,145,Treino,1082.0,25.0,15.0,179.0,176.3,-15.0,5.821319017374053,0.9888715908435843,1555745.0
2,150,Treino,1077.0,25.0,15.0,179.0,174.8,-15.0,6.8033605141660916,-1.0213504728132317,1530020.0
2,155,Treino,1072.0,25.0,15.0,179.0,173.3,-15.0,7.354715272170222,-1.8142903587038945,1504295.0
2,160,Treino,1067.0,25.0,15.0,179.0,171.8,-15.0,7.570080742566725,-2.07800566012002,1478570.0
2,165,Treino,1062.0,25.0,15.0,179.0,170.3,-15.0,7.478540728549346,-1.968696502812426,1452845.0
2,170,Treino,1057.0,25.0,15.0,179.0,168.8,-15.0,7.068181072487416,-1.4253656914893678,1427120.0
2,175,Treino,1052.0,25.0,15.0,179.0,167.3,-15.0,6.276779363947205,-0.06075484798890152,1401395.0
2,180,Treino,1047.0,25.0,15.0,179.0,165.8,-15.0,4.923910839889736,3.973746776273349,1375670.0
2,185,Treino,1042.0,25.0,15.0,179.0,164.3,-15.0,2.121320343559642,49.99999999999983,1349945.0
2,190,Treino,1037.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,195,Treino,1032.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,200,Treino,1027.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,205,Treino,1022.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,210,Treino,1017.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,215,Treino,1012.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,220,Treino,1007.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,225,Treino,1002.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,230,Treino,997.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,235,Treino,992.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,240,Treino,987.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,245,Treino,982.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,250,Treino,977.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,255,Treino,972.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,260,Treino,967.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,265,Treino,962.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,270,Treino,957.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,275,Treino,952.0,25.0,0.0,164.0,164.0,0.0,0.0,0.0,1344800.0
2,280,Treino,947.0,35.0,10.0,164.0,163.2,-10.0,2.740475156178697,8.534487742830652,1332080.0
2,285,Treino,942.0,34.0,9.0,164.0,162.22,-9.0,3.840121171557598,1.0134775454437515,1316489.0
2,290,Treino,937.0,34.0,9.0,164.0,161.3,-9.0,4.381081778627331,-0.9794927906020447,1301825.0
2,295,Treino,932.0,34.0,9.0,164.0,160.4,-9.0,4.655477353371521,-1.778062504796382,1287470.0
2,300,Treino,927.0,34.0,9.0,164.0,159.5,-9.0,4.743416490252569,-2.05147874752738,1273115.0
2,305,Treino,922.0,34.0,9.0,164.0,158.6,-9.0,4.655477353371521,-1.9530817582513094,1258760.0
2,310,Treino,917.0,34.0,9.0,164.0,157.7,-9.0,4.381081778627332,-1.4258137237503514,1244405.0
2,315,Treino,912.0,34.0,9.0,164.0,156.8,-9.0,3.880879344916032,-0.09841339656262704,1230050.0
2,320,Treino,907.0,34.0,9.0,164.0,155.9,-9.0,3.045572229332548,3.7698003000215525,1215695.0
2,325,Treino,902.0,34.0,9.0,164.0,155.0,-9.0,1.355261854357877,41.73108747044917,1201340.0
2,330,Treino,897.0,34.0,-1.0,155.0,154.9,1.0,0.3030457633656633,5.791962174941121,1199705.0
2,335,Treino,892.0,34.0,-1.0,155.0,154.98,1.0,0.14142135623730948,49.99999999999781,1200941.0
2,340,Treino,887.0,34.0,0.0,155.0,155.0,0.0,0.0,0.0,1201250.0
2,345,Treino,882.0,34.0,0.0,155.0,155.0,0.0,0.0,0.0,1201250.0
2,350,Treino,877.0,34.0,0.0,155.0,155.0,0.0,0.0,0.0,1201250.0
2,355,Treino,872.0,34.0,0.0,155.0,155.0,0.0,0.0,0.0,1201250.0
2,360,Treino,867.0,34.0,0.0,155.0,155.0,0.0,0.0,0.0,1201250.0
2,365,Treino,862.0,34.0,0.0,155.0,155.0,0.0,0.0,0.0,1201250.0
