ID_Trem,Ciclo,Grupo,RUL_Alvo,Inclinacao_Mecanica,Vibracao_Max,Vibracao_Kurtosis,Vib_Energia_MaxAcumulado,Vib_Max_MaxAcumulado,Dist_Ref_Suavizada
1,360,Validação,645.0,6.0,152.0,-0.7586145884018265,1656932.0,184.0,42.8
1,365,Validação,640.0,6.0,152.0,1.7259530141843695,1656932.0,184.0,43.4
1,370,Validação,635.0,6.0,152.0,13.124339821940382,1656932.0,184.0,44.0
1,375,Validação,630.0,12.0,146.0,8.53448774283068,1656932.0,184.0,45.2
1,380,Validação,625.0,12.0,146.0,0.9888715908435736,1656932.0,184.0,46.4
1,385,Validação,620.0,12.0,146.0,-1.02135047281325,1656932.0,184.0,47.6
1,390,Validação,615.0,12.0,146.0,-1.8142903587038983,1656932.0,184.0,48.8
1,395,Validação,610.0,12.0,146.0,-2.0780056601200214,1656932.0,184.0,50.0
1,400,Validação,605.0,12.0,146.0,-1.9686965028124213,1656932.0,184.0,51.2
1,405,Validação,600.0,12.0,146.0,-1.4253656914893638,1656932.0,184.0,52.4
1,410,Validação,595.0,12.0,146.0,-0.060754847988873,1656932.0,184.0,53.6
1,415,Validação,590.0,12.0,146.0,3.973746776273374,1656932.0,184.0,54.8
1,420,Validação,585.0,21.0,146.0,6.327491154860581,1656932.0,184.0,56.9
1,425,Validação,580.0,9.0,134.0,0.4686567712266396,1656932.0,184.0,57.8
1,430,Validação,575.0,9.0,134.0,-1.2073048208854371,1656932.0,184.0,58.7
1,435,Validação,570.0,9.0,134.0,-1.879621082692233,1656932.0,184.0,59.6
1,440,Validação,565.0,9.0,134.0,-2.071961773525341,1656932.0,184.0,60.5
1,445,Validação,560.0,9.0,134.0,-1.893643670260925,1656932.0,184.0,61.4
1,450,Validação,555.0,9.0,134.0,-1.24250267193092,1656932.0,184.0,62.3
1,455,Validação,550.0,9.0,134.0,0.3864960513552722,1656932.0,184.0,63.2
1,460,Validação,545.0,23.0,134.0,2.7992645923332447,1656932.0,184.0,65.5
1,465,Validação,540.0,12.0,125.0,0.4289245590198427,1656932.0,184.0,67.7
1,470,Validação,535.0,13.0,125.0,-1.2186330757793244,1656932.0,184.0,69.0
1,475,Validação,530.0,13.0,125.0,-1.884304305052799,1656932.0,184.0,70.3
1,480,Validação,525.0,14.0,125.0,-2.0732368988604,1656932.0,184.0,71.7
1,485,Validação,520.0,13.0,125.0,-1.8940400976796512,1656932.0,184.0,73.0
1,490,Validação,515.0,24.0,125.0,-0.7751442146417218,1656932.0,184.0,75.4
1,495,Validação,510.0,22.0,125.0,-0.2347740973993732,1656932.0,184.0,77.6
1,500,Validação,505.0,21.0,125.0,0.7500912356963991,1656932.0,184.0,79.7
1,505,Validação,500.0,10.0,112.0,-1.571770598783419,1656932.0,184.0,82.1
1,510,Validação,495.0,10.0,112.0,-1.899816459560771,1656932.0,184.0,83.1
1,515,Validação,490.0,10.0,112.0,-1.8618350844262328,1656932.0,184.0,84.2
1,520,Validação,485.0,17.0,112.0,-1.0228934964947074,1656932.0,184.0,85.9
1,525,Validação,480.0,17.0,112.0,-0.7082949078428431,1656932.0,184.0,87.6
1,530,Validação,475.0,17.0,112.0,-0.102637167100231,1656932.0,184.0,89.2
1,535,Validação,470.0,17.0,112.0,-0.1628705722912302,1656932.0,184.0,90.9
1,540,Validação,465.0,8.0,104.0,-1.7964183567028642,1656932.0,184.0,91.5
1,545,Validação,460.0,7.0,104.0,-1.4775805892544909,1656932.0,184.0,92.3
1,550,Validação,455.0,9.0,104.0,-0.5558693315476964,1656932.0,184.0,93.2
1,555,Validação,450.0,18.0,104.0,3.661153590425526,1656932.0,184.0,95.0
1,560,Validação,445.0,21.0,104.0,1.0413990738094825,1656932.0,184.0,96.8
1,565,Validação,440.0,12.0,95.0,-0.7586145884018265,1656932.0,184.0,98.6
1,570,Validação,435.0,12.0,95.0,-1.7081763445626443,1656932.0,184.0,99.8
1,575,Validação,430.0,12.0,95.0,-2.056566279508,1656932.0,184.0,101.0
1,580,Validação,425.0,12.0,95.0,-2.020369922630561,1656932.0,184.0,102.2
1,585,Validação,420.0,12.0,95.0,-1.579626047711153,1656932.0,184.0,103.4
1,590,Validação,415.0,12.0,95.0,-0.4429707913400471,1656932.0,184.0,104.6
1,595,Validação,410.0,12.0,95.0,2.6728797270013223,1656932.0,184.0,105.8
1,600,Validação,405.0,15.0,95.0,18.4651373112248,1656932.0,184.0,107.3
1,605,Validação,400.0,1.0,83.0,4.328477785547264,1656932.0,184.0,107.4
1,610,Validação,395.0,3.0,83.0,0.7573698718090984,1656932.0,184.0,107.7
1,615,Validação,390.0,3.0,83.0,-0.8173483855431343,1656932.0,184.0,108.0
1,620,Validação,385.0,1.0,83.0,-1.4382596309159754,1656932.0,184.0,108.1
1,625,Validação,380.0,0.0,83.0,-1.684987596475784,1656932.0,184.0,108.1
1,630,Validação,375.0,3.0,83.0,-1.9251717713453893,1656932.0,184.0,108.4
1,635,Validação,370.0,0.0,83.0,-1.9128168922713509,1656932.0,184.0,108.4
1,640,Validação,365.0,3.0,83.0,-1.6452807470221047,1656932.0,184.0,108.7
1,645,Validação,360.0,9.0,83.0,3.867076013183474,1656932.0,184.0,109.6
1,650,Validação,355.0,7.0,83.0,0.6098616071371903,1656932.0,184.0,110.3
1,655,Validação,350.0,7.0,83.0,-0.8844928769579834,1656932.0,184.0,111.1
1,660,Validação,345.0,6.0,83.0,-1.5194571037876947,1656932.0,184.0,111.7
1,665,Validação,340.0,6.0,83.0,-1.7199781260575333,1656932.0,184.0,112.3
1,670,Validação,335.0,8.0,83.0,-1.5474733975751085,1656932.0,184.0,113.1
1,675,Validação,330.0,9.0,83.0,-0.9420405136425004,1656932.0,184.0,114.0
1,680,Validação,325.0,21.0,83.0,6.258523827231567,1656932.0,184.0,116.1
1,685,Validação,320.0,21.0,83.0,2.257101508151892,1656932.0,184.0,118.5
1,690,Validação,315.0,21.0,83.0,-0.0748482564254815,1656932.0,184.0,120.6
1,695,Validação,310.0,15.0,74.0,-1.4256826105280755,1656932.0,184.0,122.1
1,700,Validação,305.0,15.0,74.0,-1.96614935475672,1656932.0,184.0,123.5
1,705,Validação,300.0,15.0,74.0,-2.076492208799907,1656932.0,184.0,125.0
1,710,Validação,295.0,15.0,74.0,-1.8136438654626488,1656932.0,184.0,126.5
1,715,Validação,290.0,15.0,74.0,-1.0219265841599023,1656932.0,184.0,128.0
1,720,Validação,285.0,15.0,74.0,0.985049587813279,1656932.0,184.0,129.5
1,725,Validação,280.0,17.0,74.0,8.408218191361437,1656932.0,184.0,131.2
1,730,Validação,275.0,2.0,59.0,3.382790293797819,1656932.0,184.0,131.4
1,735,Validação,270.0,2.0,59.0,0.3904600777251046,1656932.0,184.0,131.6
1,740,Validação,265.0,0.0,59.0,-0.7158717060960416,1656932.0,184.0,131.6
1,745,Validação,260.0,2.0,59.0,-1.5186178338695535,1656932.0,184.0,131.8
1,750,Validação,255.0,0.0,59.0,-1.7799202127659577,1656932.0,184.0,131.8
1,755,Validação,250.0,0.0,59.0,-1.7737042159352578,1656932.0,184.0,131.8
1,760,Validação,245.0,2.0,59.0,-1.5183061782871603,1656932.0,184.0,132.0
1,765,Validação,240.0,2.0,59.0,-0.7961884692077841,1656932.0,184.0,132.2
1,770,Validação,235.0,2.0,59.0,0.4292290677665153,1656932.0,184.0,132.4
1,775,Validação,230.0,5.0,59.0,3.7988829489438976,1656932.0,184.0,132.9
1,780,Validação,225.0,6.0,59.0,0.2220118374163444,1656932.0,184.0,133.5
1,785,Validação,220.0,5.0,59.0,-1.1410631055751166,1656932.0,184.0,134.1
1,790,Validação,215.0,6.0,59.0,-1.7130593182587794,1656932.0,184.0,134.9
1,795,Validação,210.0,6.0,59.0,-1.8452798911531176,1656932.0,184.0,135.5
1,800,Validação,205.0,6.0,59.0,-1.6170413334938778,1656932.0,184.0,136.3
1,805,Validação,200.0,10.0,59.0,-0.4184989768627369,1656932.0,184.0,137.6
1,810,Validação,195.0,12.0,59.0,0.136559102358019,1656932.0,184.0,138.8
1,815,Validação,190.0,13.0,59.0,0.3991906937168785,1656932.0,184.0,139.9
1,820,Validação,185.0,8.0,52.0,-1.2710170879624794,1656932.0,184.0,141.2
1,825,Validação,180.0,7.0,52.0,-1.7287092358398304,1656932.0,184.0,142.0
1,830,Validação,175.0,6.0,52.0,-1.819742562609136,1656932.0,184.0,142.5
1,835,Validação,170.0,5.0,52.0,-1.566337004378322,1656932.0,184.0,143.0
1,840,Validação,165.0,5.0,52.0,-0.8089632353871798,1656932.0,184.0,143.5
1,845,Validação,160.0,5.0,52.0,1.1049811319011908,1656932.0,184.0,144.0
1,850,Validação,155.0,5.0,51.0,6.849487077726916,1656932.0,184.0,144.5
1,855,Validação,150.0,8.0,46.0,5.428747828918802,1656932.0,184.0,145.3
1,860,Validação,145.0,5.0,46.0,0.9760215389783644,1656932.0,184.0,145.7
1,865,Validação,140.0,5.0,46.0,-0.568661350048743,1656932.0,184.0,146.2
1,870,Validação,135.0,6.0,46.0,-1.357874639536896,1656932.0,184.0,146.8
1,875,Validação,130.0,3.0,46.0,-1.6619827469920323,1656932.0,184.0,147.1
1,880,Validação,125.0,5.0,46.0,-1.6567920690654654,1656932.0,184.0,147.6
1,885,Validação,120.0,8.0,46.0,-1.321632609540927,1656932.0,184.0,148.4
1,890,Validação,115.0,8.0,46.0,-0.4911972894524732,1656932.0,184.0,149.2
1,895,Validação,110.0,21.0,46.0,7.70522065911579,1656932.0,184.0,151.3
1,900,Validação,105.0,12.0,41.0,2.046343520371056,1656932.0,184.0,153.3
1,905,Validação,100.0,14.0,41.0,-0.5254923307951134,1656932.0,184.0,154.7
1,910,Validação,95.0,13.0,41.0,-1.550873809924891,1656932.0,184.0,156.3
1,915,Validação,90.0,15.0,41.0,-1.9397844452912003,1656932.0,184.0,157.9
1,920,Validação,85.0,16.0,41.0,-1.9509965144956145,1656932.0,184.0,159.2
1,925,Validação,80.0,13.0,41.0,-1.5778340818529246,1656932.0,184.0,160.8
1,930,Validação,75.0,16.0,41.0,-0.6000129020528822,1656932.0,184.0,162.4
1,935,Validação,70.0,13.0,41.0,1.8985043999857087,1656932.0,184.0,163.7
1,940,Validação,65.0,22.0,41.0,7.243921732631156,1656932.0,184.0,165.9
1,945,Validação,60.0,8.0,26.0,1.9574474235971548,1656932.0,184.0,166.7
1,950,Validação,55.0,8.0,26.0,-0.5738992316250191,1656932.0,184.0,167.7
1,955,Validação,50.0,11.0,26.0,-1.509581352692897,1656932.0,184.0,168.7
1,960,Validação,45.0,10.0,26.0,-1.895936068559736,1656932.0,184.0,169.6
1,965,Validação,40.0,10.0,26.0,-1.9153230274822688,1656932.0,184.0,170.5
1,970,Validação,35.0,12.0,26.0,-1.4882700973889944,1656932.0,184.0,171.7
1,975,Validação,30.0,12.0,25.0,-0.6471956861233172,1656932.0,184.0,172.9
1,980,Validação,25.0,12.0,25.0,1.253871057830553,1656932.0,184.0,174.1
1,985,Validação,20.0,11.0,25.0,6.006591053363229,1656932.0,184.0,175.3
1,990,Validação,15.0,4.0,17.0,-1.807647588672576,1656932.0,184.0,175.6
1,995,Validação,10.0,4.0,17.0,-1.5936446104672406,1656932.0,184.0,176.0
1,1000,Validação,5.0,3.0,17.0,-1.064899868278245,1656932.0,184.0,176.3
1,1005,Validação,0.0,1.0,16.0,-0.1953367635470235,1656932.0,184.0,176.4
2,50,Treino,1177.0,10.0,189.0,50.00000000000024,1605730.0,189.0,10.0
2,55,Treino,1172.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,60,Treino,1167.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,65,Treino,1162.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,70,Treino,1157.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,75,Treino,1152.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,80,Treino,1147.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,85,Treino,1142.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,90,Treino,1137.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,95,Treino,1132.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,100,Treino,1127.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,105,Treino,1122.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,110,Treino,1117.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,115,Treino,1112.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,120,Treino,1107.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,125,Treino,1102.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,130,Treino,1097.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,135,Treino,1092.0,0.0,179.0,0.0,1605730.0,189.0,10.0
2,140,Treino,1087.0,15.0,179.0,8.534487742830752,1605730.0,189.0,11.5
2,145,Treino,1082.0,15.0,179.0,0.9888715908435844,1605730.0,189.0,13.0
2,150,Treino,1077.0,15.0,179.0,-1.0213504728132317,1605730.0,189.0,14.5
2,155,Treino,1072.0,15.0,179.0,-1.8142903587038943,1605730.0,189.0,16.0
2,160,Treino,1067.0,15.0,179.0,-2.07800566012002,1605730.0,189.0,17.5
2,165,Treino,1062.0,15.0,179.0,-1.968696502812426,1605730.0,189.0,19.0
2,170,Treino,1057.0,15.0,179.0,-1.4253656914893678,1605730.0,189.0,20.5
2,175,Treino,1052.0,15.0,179.0,-0.0607548479889015,1605730.0,189.0,22.0
2,180,Treino,1047.0,15.0,179.0,3.973746776273349,1605730.0,189.0,23.5
2,185,Treino,1042.0,15.0,179.0,49.99999999999983,1605730.0,189.0,25.0
2,190,Treino,1037.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,195,Treino,1032.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,200,Treino,1027.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,205,Treino,1022.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,210,Treino,1017.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,215,Treino,1012.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,220,Treino,1007.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,225,Treino,1002.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,230,Treino,997.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,235,Treino,992.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,240,Treino,987.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,245,Treino,982.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,250,Treino,977.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,255,Treino,972.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,260,Treino,967.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,265,Treino,962.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,270,Treino,957.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,275,Treino,952.0,0.0,164.0,0.0,1605730.0,189.0,25.0
2,280,Treino,947.0,10.0,164.0,8.534487742830652,1605730.0,189.0,26.0
2,285,Treino,942.0,9.0,164.0,1.0134775454437517,1605730.0,189.0,26.9
2,290,Treino,937.0,9.0,164.0,-0.9794927906020447,1605730.0,189.0,27.8
2,295,Treino,932.0,9.0,164.0,-1.778062504796382,1605730.0,189.0,28.7
2,300,Treino,927.0,9.0,164.0,-2.05147874752738,1605730.0,189.0,29.6
2,305,Treino,922.0,9.0,164.0,-1.9530817582513087,1605730.0,189.0,30.5
2,310,Treino,917.0,9.0,164.0,-1.4258137237503514,1605730.0,189.0,31.4
2,315,Treino,912.0,9.0,164.0,-0.098413396562627,1605730.0,189.0,32.3
2,320,Treino,907.0,9.0,164.0,3.769800300021553,1605730.0,189.0,33.2
2,325,Treino,902.0,9.0,164.0,41.73108747044917,1605730.0,189.0,34.1
2,330,Treino,897.0,-1.0,155.0,5.791962174941121,1605730.0,189.0,34.0
2,335,Treino,892.0,-1.0,155.0,49.99999999999781,1605730.0,189.0,34.0
2,340,Treino,887.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,345,Treino,882.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,350,Treino,877.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,355,Treino,872.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,360,Treino,867.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,365,Treino,862.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,370,Treino,857.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,375,Treino,852.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,380,Treino,847.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,385,Treino,842.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,390,Treino,837.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,395,Treino,832.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,400,Treino,827.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,405,Treino,822.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,410,Treino,817.0,0.0,155.0,0.0,1605730.0,189.0,34.0
2,415,Treino,812.0,18.0,155.0,22.330729166666675,1605730.0,189.0,35.8
2,420,Treino,807.0,18.0,155.0,2.6843146956951847,1605730.0,189.0,37.6
2,425,Treino,802.0,18.0,155.0,-0.4429707913400471,1605730.0,189.0,39.4
2,430,Treino,797.0,18.0,155.0,-1.579626047711156,1605730.0,189.0,41.2
2,435,Treino,792.0,18.0,155.0,-2.020369922630559,1605730.0,189.0,43.0
2,440,Treino,787.0,18.0,155.0,-2.0565662795080004,1605730.0,189.0,44.8
2,445,Treino,782.0,18.0,155.0,-1.7081763445626434,1605730.0,189.0,46.6
2,450,Treino,777.0,18.0,155.0,-0.7586145884018252,1605730.0,189.0,48.4
2,455,Treino,772.0,18.0,155.0,1.7259530141844035,1605730.0,189.0,50.2
2,460,Treino,767.0,18.0,155.0,13.1243398219405,1605730.0,189.0,52.0
2,465,Treino,762.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,470,Treino,757.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,475,Treino,752.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,480,Treino,747.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,485,Treino,742.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,490,Treino,737.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,495,Treino,732.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,500,Treino,727.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,505,Treino,722.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,510,Treino,717.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,515,Treino,712.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,520,Treino,707.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,525,Treino,702.0,0.0,137.0,0.0,1605730.0,189.0,52.0
2,530,Treino,697.0,7.0,137.0,5.791962174940965,1605730.0,189.0,52.7
2,535,Treino,692.0,7.0,137.0,0.4072473404255183,1605730.0,189.0,53.4
2,540,Treino,687.0,7.0,137.0,-1.241134751773043,1605730.0,189.0,54.1
2,545,Treino,682.0,7.0,137.0,-1.900487588652488,1605730.0,189.0,54.8
2,550,Treino,677.0,7.0,137.0,-2.085106382978723,1605730.0,189.0,55.5
2,555,Treino,672.0,7.0,137.0,-1.900487588652488,1605730.0,189.0,56.2
2,560,Treino,667.0,7.0,137.0,-1.2411347517730429,1605730.0,189.0,56.9
2,565,Treino,662.0,7.0,137.0,0.3773005692394231,1605730.0,189.0,57.6
2,570,Treino,657.0,7.0,137.0,5.638995428583472,1605730.0,189.0,58.3
2,575,Treino,652.0,0.0,131.0,22.33072916666752,1605730.0,189.0,59.0
2,580,Treino,647.0,0.0,131.0,22.33072916666752,1605730.0,189.0,59.0
2,585,Treino,642.0,0.0,131.0,22.3307291666675,1605730.0,189.0,59.0
2,590,Treino,637.0,0.0,131.0,13.124339821940383,1605730.0,189.0,59.0
2,595,Treino,632.0,0.0,131.0,13.124339821940383,1605730.0,189.0,59.0
2,600,Treino,627.0,0.0,131.0,13.124339821940383,1605730.0,189.0,59.0
2,605,Treino,622.0,0.0,131.0,13.124339821940383,1605730.0,189.0,59.0
2,610,Treino,617.0,10.0,131.0,5.690284612848462,1605730.0,189.0,60.0
2,615,Treino,612.0,10.0,131.0,0.4012539964804755,1605730.0,189.0,61.0
2,620,Treino,607.0,10.0,131.0,-1.241514498951032,1605730.0,189.0,62.0
2,625,Treino,602.0,10.0,131.0,-1.8984315160082432,1605730.0,189.0,63.0
2,630,Treino,597.0,10.0,131.0,-2.081089006607536,1605730.0,189.0,64.0
2,635,Treino,592.0,11.0,131.0,-1.893902237706365,1605730.0,189.0,65.0
2,640,Treino,587.0,10.0,130.0,-1.2411347517730495,1605730.0,189.0,66.0
2,645,Treino,582.0,10.0,130.0,0.4072473404255321,1605730.0,189.0,67.0
2,650,Treino,577.0,10.0,130.0,5.791962174940899,1605730.0,189.0,68.0
2,655,Treino,572.0,0.0,120.0,0.0,1605730.0,189.0,69.0
2,660,Treino,567.0,0.0,120.0,0.0,1605730.0,189.0,69.0
2,665,Treino,562.0,0.0,120.0,0.0,1605730.0,189.0,69.0
2,670,Treino,557.0,0.0,120.0,0.0,1605730.0,189.0,69.0
2,675,Treino,552.0,0.0,120.0,0.0,1605730.0,189.0,69.0
2,680,Treino,547.0,0.0,120.0,0.0,1605730.0,189.0,69.0
2,685,Treino,542.0,9.0,120.0,13.124339821940502,1605730.0,189.0,69.9
2,690,Treino,537.0,9.0,120.0,1.7259530141844015,1605730.0,189.0,70.8
2,695,Treino,532.0,9.0,120.0,-0.7586145884018269,1605730.0,189.0,71.7
2,700,Treino,527.0,9.0,120.0,-1.7081763445626446,1605730.0,189.0,72.6
2,705,Treino,522.0,9.0,120.0,-2.0565662795080004,1605730.0,189.0,73.5
2,710,Treino,517.0,9.0,120.0,-2.02036992263056,1605730.0,189.0,74.4
2,715,Treino,512.0,9.0,120.0,-1.5796260477111557,1605730.0,189.0,75.3
2,720,Treino,507.0,9.0,120.0,-0.4429707913400471,1605730.0,189.0,76.2
2,725,Treino,502.0,9.0,120.0,2.684314695695188,1605730.0,189.0,77.1
2,730,Treino,497.0,9.0,120.0,22.33072916666668,1605730.0,189.0,78.0
