Ciclo,X_max_Atual,Duration_max,Corrente_A_mean,Corrente_A_std,Corrente_A_max,Corrente_A_min,Corrente_A_median,Volt_A_mean,Volt_A_std,Volt_A_max,Volt_A_min,Fbk_Vel_mean,Fbk_Vel_std,Fbk_Vel_max,Fbk_Vel_min,Ciclo_Relativo,Distancia_Ref
1598,182.0,0.299,-0.7961999999999999,0.8511888337600907,0.95,-1.69,-1.28,12.65785,0.2361938258555599,13.45,12.28,-0.5624,1.3244075400798525,0.21,-4.77,5.0,8.0
1599,182.0,0.299,-0.7954166666666667,0.8509826352309802,0.97,-1.68,-1.275,12.6468,0.23838863627104293,12.98,12.22,-0.5661166666666667,1.3273027690735097,0.21,-4.77,6.0,8.0
1600,182.0,0.299,-1.0769166666666665,0.706215661577007,0.05,-1.69,-1.4649999999999999,12.60795,0.24116640082761812,12.97,12.27,-0.27735,0.9753447115476181,0.21,-4.77,7.0,8.0
1601,182.0,0.299,-0.8419,0.8381666076046616,0.93,-1.68,-1.31,12.651583333333333,0.23749948012713318,13.47,12.28,-0.5284,1.3136394181312137,0.21,-4.77,8.0,8.0
1602,182.0,0.299,-0.8361666666666666,0.8414184138311401,0.95,-1.68,-1.3,12.647716666666668,0.23820549143362932,13.62,12.29,-0.5410166666666667,1.317595751357581,0.21,-4.77,9.0,8.0
1603,182.0,0.299,-0.8128166666666666,0.8457776299878524,0.94,-1.68,-1.29,12.649966666666668,0.23721815482206152,13.04,12.28,-0.5589999999999999,1.322210927283179,0.21,-4.77,10.0,8.0
1604,182.0,0.299,-0.8431833333333333,0.8396497598727172,0.95,-1.69,-1.3,12.647266666666667,0.23266158810567955,13.17,12.2,-0.53875,1.3167003343398804,0.21,-4.77,11.0,8.0
1605,182.0,0.299,-1.1918666666666666,0.6561214377873165,0.05,-1.69,-1.53,12.581933333333334,0.22057428964177744,12.98,12.25,-0.2769166666666667,0.9753525075130919,0.21,-4.77,12.0,8.0
1606,182.0,0.299,-0.83105,0.8397843734096502,0.93,-1.68,-1.295,12.640766666666666,0.24061845514662838,13.04,12.27,-0.5494666666666667,1.318586427137767,0.21,-4.77,13.0,8.0
1607,182.0,0.299,-0.8172166666666666,0.8445184656281154,0.93,-1.68,-1.295,12.65435,0.23352830652817494,12.97,12.21,-0.54575,1.3182022604665666,0.21,-4.77,14.0,8.0
1608,182.0,0.299,-0.8402833333333334,0.8366409224456691,0.95,-1.68,-1.315,12.64535,0.24173802546336473,13.24,12.26,-0.5324833333333333,1.3149662454857285,0.21,-4.77,15.0,8.0
1609,182.0,0.299,-1.1142333333333332,0.6903061759706305,0.06,-1.69,-1.48,12.606216666666667,0.22615502769075296,12.98,12.28,-0.27713333333333334,0.9754823038360996,0.21,-4.77,16.0,8.0
1610,182.0,0.299,-0.8311499999999999,0.8368001962520156,0.94,-1.68,-1.3,12.652016666666666,0.23715079708169048,12.98,12.27,-0.5400666666666667,1.3173127382311565,0.21,-4.77,17.0,8.0
1611,182.0,0.299,-0.8173,0.8440691902899081,0.94,-1.68,-1.27,12.648200000000001,0.2372957552488042,13.33,12.28,-0.5577833333333334,1.321238701332473,0.21,-4.77,18.0,8.0
1612,182.0,0.299,-0.8567,0.8349593034377956,0.98,-1.69,-1.32,12.647166666666667,0.2359337763022086,13.46,12.28,-0.5248499999999999,1.312048307839123,0.21,-4.77,19.0,8.0
1613,182.0,0.299,-0.9331499999999999,0.7928606166464881,0.95,-1.68,-1.37,12.648033333333332,0.2349115534667072,13.13,12.28,-0.40168333333333334,1.1728983263105082,0.21,-4.77,20.0,8.0
1614,182.0,0.299,-1.0802333333333334,0.7037488066493062,0.05,-1.69,-1.45,12.601833333333333,0.24108679687670476,12.98,12.27,-0.27725,0.9751462049534204,0.21,-4.77,21.0,8.0
1615,182.0,0.299,-0.9747333333333333,0.7667418627080018,0.93,-1.69,-1.3849999999999998,12.640416666666667,0.2378478766135407,13.44,12.28,-0.35245,1.0860226699134519,0.21,-4.77,22.0,8.0
1616,182.0,0.299,-0.8048666666666667,0.8519871589920641,0.96,-1.69,-1.27,12.649283333333333,0.23273431595977512,12.99,12.28,-0.5753333333333334,1.334750721309269,0.21,-4.77,23.0,8.0
1617,182.0,0.299,-1.1956166666666668,0.6482383625488559,0.04,-1.69,-1.52,12.577616666666666,0.2202339469167125,12.97,12.26,-0.27699999999999997,0.9752136874690828,0.21,-4.77,24.0,8.0
1618,182.0,0.299,-0.8352666666666667,0.8416175670125136,0.96,-1.71,-1.28,12.645850000000001,0.23241479850533123,12.97,12.28,-0.5502,1.3187200857045949,0.21,-4.77,25.0,8.0
1619,182.0,0.299,-1.0943333333333334,0.697315306455109,0.05,-1.68,-1.4649999999999999,12.607850000000001,0.23126756216306646,12.98,12.27,-0.2772,0.9752740259586106,0.21,-4.77,26.0,8.0
1620,182.0,0.299,-0.8308333333333333,0.8434452988640389,0.95,-1.68,-1.3,12.653233333333334,0.2339282288423199,13.25,12.3,-0.53915,1.3170771672941863,0.21,-4.77,27.0,8.0
1621,182.0,0.299,-0.8302166666666667,0.8447216765935782,0.97,-1.68,-1.29,12.654783333333333,0.22916401688153082,13.07,12.21,-0.5416,1.3175693865906273,0.21,-4.77,28.0,8.0
1622,182.0,0.299,-0.8151833333333334,0.846457983749131,0.98,-1.68,-1.27,12.647483333333334,0.23381962938847792,12.98,12.28,-0.5595833333333333,1.3223284692881867,0.21,-4.77,29.0,8.0
1623,182.0,0.299,-0.7831333333333333,0.851863820593967,0.94,-1.67,-1.255,12.650250000000002,0.2380740141784587,12.97,12.27,-0.5781333333333333,1.3378519831319802,0.21,-4.77,30.0,8.0
1624,182.0,0.299,-0.8550833333333333,0.8372209333309628,0.93,-1.69,-1.3,12.6439,0.23144560580709855,13.26,12.25,-0.54125,1.3175674216845505,0.21,-4.77,31.0,8.0
1625,182.0,0.299,-0.8319833333333333,0.8415090386675325,0.95,-1.69,-1.295,12.647883333333334,0.23299319611943653,12.99,12.27,-0.5473166666666667,1.3184528165383669,0.21,-4.77,32.0,8.0
1626,182.0,0.299,-0.8046666666666666,0.8516070767932221,0.96,-1.69,-1.28,12.643766666666666,0.23839154719042246,12.97,12.15,-0.5759166666666666,1.335270536407467,0.21,-4.77,33.0,8.0
1627,182.0,0.299,-0.7987,0.8493399047434719,0.96,-1.68,-1.27,12.652083333333334,0.23823325725780145,13.22,12.2,-0.5543,1.3198742199900424,0.21,-4.77,34.0,8.0
1628,182.0,0.299,-1.1785666666666665,0.6595882857763953,0.04,-1.68,-1.52,12.583033333333333,0.21934672826575585,12.97,12.28,-0.27681666666666666,0.9752672848251939,0.21,-4.77,35.0,8.0
1629,182.0,0.299,-1.1018833333333333,0.6952303179862775,0.05,-1.69,-1.475,12.601799999999999,0.2343251454488959,12.98,12.28,-0.27718333333333334,0.9753913129668738,0.21,-4.77,36.0,8.0
1630,182.0,0.299,-1.18475,0.660203037646902,0.04,-1.69,-1.54,12.584766666666667,0.2162187081911319,12.97,12.27,-0.2769,0.9753756469968844,0.21,-4.77,37.0,8.0
1631,182.0,0.299,-0.8252166666666667,0.847175580283451,0.94,-1.69,-1.3,12.6454,0.2335167162351987,12.98,12.28,-0.55605,1.3203915911918518,0.21,-4.77,38.0,8.0
1632,182.0,0.299,-0.7925333333333333,0.8514396620150538,0.94,-1.68,-1.27,12.650016666666668,0.2383229519747353,13.03,12.18,-0.5679666666666666,1.329436799009198,0.21,-4.77,39.0,8.0
1633,182.0,0.299,-1.0813166666666667,0.70353633311216,0.05,-1.69,-1.45,12.61165,0.2346960756237509,12.97,12.28,-0.2773166666666667,0.9751443365903305,0.21,-4.77,40.0,8.0
1634,182.0,0.299,-0.8611499999999999,0.8336532895506558,0.94,-1.69,-1.315,12.648016666666667,0.2339418325651237,12.97,12.27,-0.5199166666666667,1.309591364622076,0.21,-4.77,41.0,8.0
1635,182.0,0.299,-0.8028666666666666,0.8514225250029261,0.94,-1.68,-1.27,12.64735,0.23634560056163115,13.27,12.28,-0.57425,1.333580581033701,0.21,-4.77,42.0,8.0
1636,182.0,0.299,-0.8127,0.8476663693869471,0.95,-1.68,-1.26,12.646216666666668,0.23636687985427107,12.97,12.28,-0.5644166666666667,1.3254544033454343,0.21,-4.77,43.0,8.0
1637,182.0,0.299,-1.0530833333333334,0.7125104290990042,0.05,-1.69,-1.43,12.615066666666667,0.2415759240916244,12.98,12.28,-0.2773,0.9751642351295462,0.21,-4.77,44.0,8.0
1638,182.0,0.299,-0.8357,0.8420242582129279,0.95,-1.69,-1.29,12.636133333333333,0.24366918833628357,13.2,12.23,-0.5491666666666667,1.3188122491354382,0.21,-4.77,45.0,8.0
1639,182.0,0.299,-0.8477833333333333,0.8356650923864645,0.94,-1.69,-1.32,12.649750000000001,0.23549848561695885,12.97,12.27,-0.5201333333333333,1.3097930798701305,0.21,-4.77,46.0,8.0
1640,182.0,0.299,-0.8169500000000001,0.8439951088362811,0.95,-1.68,-1.28,12.640683333333333,0.2395663159860851,13.27,12.28,-0.5584333333333333,1.3215410184053198,0.21,-4.77,47.0,8.0
1641,182.0,0.299,-0.8154666666666667,0.8478806627424886,0.97,-1.68,-1.29,12.648466666666666,0.23316072159001003,12.98,12.26,-0.5597333333333333,1.3221691069859416,0.21,-4.77,48.0,8.0
1642,182.0,0.299,-0.8190833333333333,0.8473001370584814,0.99,-1.68,-1.27,12.651633333333335,0.2309376956114229,13.25,12.3,-0.5585,1.3217895556336885,0.21,-4.77,49.0,8.0
1643,182.0,0.299,-1.1617666666666666,0.6708519081685438,0.05,-1.68,-1.52,12.586516666666666,0.2233730637257357,12.98,12.28,-0.27685000000000004,0.9753718065957393,0.21,-4.77,50.0,8.0
1644,182.0,0.299,-0.8111166666666667,0.8453703358470217,0.98,-1.68,-1.27,12.640533333333332,0.24313008030436017,13.18,12.27,-0.55535,1.3204611215237496,0.21,-4.77,51.0,8.0
1645,182.0,0.299,-0.7779833333333334,0.8568645134322708,0.98,-1.68,-1.27,12.642716666666667,0.24832350000886338,13.08,12.18,-0.5681166666666667,1.3285338874887227,0.21,-4.77,52.0,8.0
1646,182.0,0.299,-0.7883166666666667,0.8533647434505919,0.96,-1.68,-1.28,12.653933333333335,0.23653705527835786,13.28,12.26,-0.5734,1.3329032817866653,0.21,-4.77,53.0,8.0
1647,182.0,0.299,-1.1756333333333333,0.658362616227789,0.04,-1.68,-1.51,12.577866666666667,0.22486007273281028,12.97,12.27,-0.2769166666666667,0.9755428229390386,0.21,-4.77,54.0,8.0
1648,182.0,0.299,-1.1029333333333333,0.6926721591698614,0.05,-1.68,-1.49,12.594716666666667,0.23872558072755728,12.98,12.27,-0.2771666666666667,0.9753014887093562,0.21,-4.77,55.0,8.0
1649,182.0,0.299,-0.7892166666666666,0.8505350685854823,0.94,-1.67,-1.27,12.653983333333334,0.2368666489917122,12.98,12.27,-0.5666166666666667,1.3277445395580054,0.21,-4.77,56.0,8.0
1650,182.0,0.299,-0.8472666666666667,0.8383459322135385,0.93,-1.69,-1.31,12.647766666666666,0.23436415357948087,13.26,12.28,-0.5351333333333333,1.3158349763669481,0.21,-4.77,57.0,8.0
1651,182.0,0.299,-1.076,0.704602801948864,0.04,-1.68,-1.47,12.609116666666667,0.2352877392810398,12.98,12.27,-0.2773333333333333,0.975236740517731,0.21,-4.77,58.0,8.0
1652,182.0,0.299,-1.0744,0.7083883092351965,0.05,-1.68,-1.47,12.612216666666667,0.2349203389768465,12.97,12.28,-0.27735,0.9752320784535037,0.21,-4.77,59.0,8.0
1653,182.0,0.299,-0.7846166666666666,0.8529695861598727,0.98,-1.68,-1.2650000000000001,12.654866666666667,0.23786961164145898,13.14,12.16,-0.56365,1.325329017958587,0.21,-4.77,60.0,8.0
1654,182.0,0.299,-0.82255,0.8459413052846181,0.98,-1.68,-1.28,12.648833333333334,0.2345790935714235,13.25,12.27,-0.55105,1.3187594960849343,0.21,-4.77,61.0,8.0
1655,182.0,0.299,-0.78625,0.8565447365098559,0.97,-1.68,-1.275,12.645033333333334,0.23922942283536264,12.97,12.2,-0.5822666666666667,1.3419004024289407,0.21,-4.77,62.0,8.0
1656,182.0,0.299,-0.8432499999999999,0.8403296142591911,0.94,-1.69,-1.3050000000000002,12.6555,0.23035810838090232,13.13,12.28,-0.5409333333333334,1.317586120219806,0.21,-4.77,63.0,8.0
1657,182.0,0.299,-0.7795833333333333,0.8566329589929065,0.97,-1.67,-1.26,12.652899999999999,0.2362893235153559,12.97,12.27,-0.5824,1.3418455533885343,0.21,-4.77,64.0,8.0
1658,182.0,0.299,-0.8016833333333333,0.8496852012898897,0.95,-1.69,-1.2650000000000001,12.648116666666667,0.23777689011201528,13.16,12.28,-0.5588,1.3220334769552236,0.21,-4.77,65.0,8.0
1659,182.0,0.299,-1.09995,0.6969229992939738,0.05,-1.69,-1.48,12.60205,0.23283180319915392,12.98,12.28,-0.27715,0.9752443523264172,0.21,-4.77,66.0,8.0
1660,182.0,0.299,-0.9932333333333332,0.7422983836523175,0.8,-1.68,-1.4,12.638100000000001,0.23908015853197512,13.19,12.29,-0.29278333333333334,0.9867215676889098,0.21,-4.77,67.0,8.0
1661,182.0,0.299,-0.8155333333333333,0.849241269277836,0.94,-1.69,-1.2650000000000001,12.645816666666667,0.23510591451646565,12.97,12.28,-0.5652499999999999,1.3257023605424836,0.21,-4.77,68.0,8.0
1662,182.0,0.299,-1.1578,0.6700129518096307,0.05,-1.68,-1.51,12.583266666666667,0.22612655214473074,12.99,12.27,-0.2769333333333333,0.975595667819068,0.21,-4.77,69.0,8.0
1663,182.0,0.299,-1.17115,0.6621618190626616,0.04,-1.68,-1.51,12.58085,0.2222283057273438,12.97,12.27,-0.27685000000000004,0.9753718065957392,0.21,-4.77,70.0,8.0
1664,182.0,0.299,-0.7966333333333334,0.850627186201686,0.96,-1.68,-1.27,12.649166666666666,0.23504975260404168,12.98,12.26,-0.5703499999999999,1.3303272762506826,0.21,-4.77,71.0,8.0
1665,182.0,0.299,-1.1305166666666666,0.6824019003819997,0.04,-1.69,-1.5,12.599966666666667,0.22530483647224356,12.98,12.26,-0.27699999999999997,0.9753299172138389,0.21,-4.77,72.0,8.0
1666,182.0,0.299,-0.8279166666666666,0.8417037890511485,0.94,-1.68,-1.3,12.650783333333333,0.23237875591202567,12.98,12.28,-0.5449666666666667,1.3181938618115894,0.21,-4.77,73.0,8.0
1667,182.0,0.299,-1.0928166666666665,0.6988191086635204,0.05,-1.69,-1.47,12.607633333333332,0.2327115309776674,12.97,12.29,-0.27723333333333333,0.9752828512567424,0.21,-4.77,74.0,8.0
1668,182.0,0.299,-0.82945,0.8434955079627013,0.95,-1.68,-1.29,12.641966666666667,0.2365637396003653,12.98,12.22,-0.5516833333333333,1.3187154167241943,0.21,-4.77,75.0,8.0
1669,182.0,0.299,-0.8598666666666666,0.8327805962104281,0.95,-1.68,-1.31,12.64605,0.23348538113839643,12.97,12.3,-0.5234166666666666,1.3112749125244163,0.21,-4.77,76.0,8.0
1670,182.0,0.299,-0.8155333333333333,0.8469418908636669,0.97,-1.69,-1.27,12.647233333333334,0.23409545066544804,13.02,12.24,-0.5590666666666667,1.3215834316582562,0.21,-4.77,77.0,8.0
1671,182.0,0.299,-0.8027666666666667,0.845757365575137,0.93,-1.68,-1.2650000000000001,12.64265,0.2398388666791745,12.98,12.27,-0.5613166666666667,1.323832688837836,0.21,-4.77,78.0,8.0
1672,182.0,0.299,-0.8030833333333334,0.8490713731581995,0.98,-1.68,-1.26,12.64805,0.23991936075713252,13.34,12.18,-0.5627,1.3245685510424459,0.21,-4.77,79.0,8.0
1673,182.0,0.299,-0.8127833333333334,0.8469430957279384,0.94,-1.68,-1.28,12.650066666666667,0.23794191759574232,13.13,12.18,-0.5535666666666667,1.3199689929917506,0.21,-4.77,80.0,8.0
1674,182.0,0.299,-0.8301,0.8420063030389155,0.95,-1.68,-1.3,12.650866666666667,0.23611967952852903,13.02,12.27,-0.5363833333333333,1.3162389200090032,0.21,-4.77,81.0,8.0
1675,182.0,0.299,-0.7917833333333333,0.8517612038022905,0.95,-1.68,-1.27,12.65255,0.23794122006708487,12.97,12.27,-0.56115,1.3234138498078016,0.21,-4.77,82.0,8.0
1676,182.0,0.299,-0.7921833333333334,0.8522372010187192,0.94,-1.68,-1.275,12.651299999999999,0.238950774123226,13.09,12.2,-0.5641666666666667,1.325879670403592,0.21,-4.77,83.0,8.0
1677,182.0,0.299,-0.79725,0.8503397754561823,0.95,-1.68,-1.26,12.647583333333333,0.23677506295981182,12.98,12.26,-0.5659000000000001,1.3266961701459004,0.21,-4.77,84.0,8.0
1678,182.0,0.299,-0.8135,0.8484044240678875,0.97,-1.69,-1.275,12.646500000000001,0.23546015758442845,12.97,12.29,-0.5568500000000001,1.3210429598122264,0.21,-4.77,85.0,8.0
1679,182.0,0.299,-0.97665,0.7494159846374049,0.83,-1.68,-1.4,12.640450000000001,0.24366353309896818,13.39,12.28,-0.2924333333333333,0.9863878618028894,0.21,-4.77,86.0,8.0
1680,182.0,0.299,-1.08815,0.703584011758846,0.05,-1.69,-1.4649999999999999,12.609166666666667,0.23359491260344709,12.97,12.27,-0.2772833333333333,0.9753633558057414,0.21,-4.77,87.0,8.0
1681,182.0,0.299,-0.82485,0.8478264328664871,0.95,-1.7,-1.28,12.650666666666668,0.23108415935194246,12.97,12.2,-0.5530833333333334,1.31938519338988,0.21,-4.77,88.0,8.0
1682,182.0,0.299,-0.82765,0.8439051708549123,0.94,-1.69,-1.29,12.651033333333332,0.23647579204348326,12.98,12.28,-0.5396500000000001,1.3170484952085926,0.21,-4.77,89.0,8.0
1683,182.0,0.299,-0.8136166666666667,0.8469072200983088,0.94,-1.68,-1.28,12.645133333333334,0.23811302339169935,12.97,12.19,-0.5562166666666667,1.3207919361579707,0.21,-4.77,90.0,8.0
1684,182.0,0.299,-0.7816833333333333,0.858319591172118,0.98,-1.69,-1.26,12.651866666666667,0.23697984717869125,13.04,12.27,-0.5816,1.3413126553488555,0.21,-4.77,91.0,8.0
1685,182.0,0.299,-0.8215333333333333,0.846566658569321,0.95,-1.69,-1.295,12.647083333333333,0.23708016519756842,13.46,12.26,-0.5505833333333334,1.3186893983311634,0.21,-4.77,92.0,8.0
1686,182.0,0.299,-0.8267833333333333,0.8469143559215405,0.95,-1.69,-1.29,12.645316666666668,0.23593149961321042,13.27,12.3,-0.55435,1.319743579649741,0.21,-4.77,93.0,8.0
1687,182.0,0.299,-0.7832,0.8584217532838111,0.94,-1.68,-1.2650000000000001,12.650766666666668,0.23662854294113722,12.99,12.27,-0.58475,1.344820374833611,0.21,-4.77,94.0,8.0
1688,182.0,0.299,-0.8119666666666667,0.8492607797425383,0.96,-1.68,-1.28,12.646116666666666,0.242721945774351,13.63,12.26,-0.5575833333333333,1.3215629158777347,0.21,-4.77,95.0,8.0
1689,182.0,0.299,-1.06525,0.7120585062764163,0.04,-1.68,-1.46,12.6159,0.2363824254997462,12.97,12.27,-0.27736666666666665,0.9751135710005644,0.21,-4.77,96.0,8.0
1690,182.0,0.299,-0.84075,0.8389270539423529,0.95,-1.68,-1.3250000000000002,12.65605,0.2342869639333741,12.97,12.31,-0.5237333333333334,1.311540300112908,0.21,-4.77,97.0,8.0
1691,182.0,0.299,-1.09365,0.7005501135555331,0.04,-1.69,-1.48,12.604550000000001,0.23447336828317988,12.97,12.27,-0.27725,0.9752781911247026,0.21,-4.77,98.0,8.0
1692,182.0,0.299,-0.7966333333333334,0.8509821482165136,0.94,-1.67,-1.275,12.65445,0.2416492391006681,13.66,12.2,-0.5620833333333334,1.3242544731174248,0.21,-4.77,99.0,8.0
1693,182.0,0.299,-1.0735000000000001,0.7098809535974795,0.05,-1.69,-1.47,12.61815,0.23254937006119625,12.97,12.29,-0.27726666666666666,0.9751735578871206,0.21,-4.77,100.0,8.0
1694,182.0,0.299,-0.8161833333333333,0.8432619705487991,0.97,-1.69,-1.27,12.64385,0.2384801854062218,13.24,12.29,-0.5547500000000001,1.320187523041072,0.21,-4.77,101.0,8.0
1695,182.0,0.299,-0.7850499999999999,0.8515467597104045,0.94,-1.68,-1.27,12.650583333333334,0.24108095410659386,13.06,12.23,-0.5648333333333333,1.3268311021043366,0.21,-4.77,102.0,8.0
1696,182.0,0.299,-1.1606833333333333,0.670948074433881,0.05,-1.68,-1.52,12.58695,0.22348551136404363,12.98,12.28,-0.27686666666666665,0.9753852963570203,0.21,-4.77,103.0,8.0
1697,182.0,0.299,-0.7949166666666666,0.84832526347109,0.97,-1.68,-1.27,12.64895,0.2398254738969255,13.18,12.27,-0.56205,1.3246663223655035,0.21,-4.77,104.0,8.0
1698,182.0,0.299,-0.8459333333333333,0.8326778385788359,0.95,-1.68,-1.315,12.645233333333334,0.24582309468129443,13.48,12.26,-0.5169666666666667,1.30810742701938,0.21,-4.77,105.0,8.0
1699,182.0,0.299,-0.8342833333333334,0.8426120963787713,0.95,-1.69,-1.295,12.64715,0.23690416516485394,13.48,12.26,-0.54125,1.3175601993703896,0.21,-4.77,106.0,8.0
1700,182.0,0.299,-1.0699166666666668,0.7103526080535676,0.04,-1.68,-1.4649999999999999,12.614833333333335,0.23541666728224145,12.98,12.28,-0.2774,0.9753307251247066,0.21,-4.77,107.0,8.0
1701,182.0,0.299,-0.7842666666666667,0.8569251211907425,0.98,-1.68,-1.2650000000000001,12.652683333333334,0.237932033312772,13.48,12.25,-0.5682833333333333,1.3294796274690768,0.21,-4.77,108.0,8.0
1702,182.0,0.299,-0.8199,0.8451185512159511,0.94,-1.69,-1.26,12.651433333333335,0.23091878376762437,12.98,12.25,-0.5566333333333333,1.3208314269123904,0.21,-4.77,109.0,8.0
1703,182.0,0.299,-0.8502333333333333,0.837351504123559,0.93,-1.68,-1.32,12.655516666666667,0.23053990428557503,12.98,12.29,-0.5240166666666667,1.311701045376941,0.21,-4.77,110.0,8.0
1704,182.0,0.299,-0.8039666666666666,0.8508398672419911,0.97,-1.68,-1.27,12.656916666666667,0.23265756444334565,12.99,12.29,-0.5481166666666667,1.318607660878613,0.21,-4.77,111.0,8.0
1705,182.0,0.299,-0.8239,0.8431939773696526,0.94,-1.68,-1.29,12.645,0.2391449710851692,12.97,12.19,-0.5495166666666667,1.318665258191336,0.21,-4.77,112.0,8.0
1706,182.0,0.299,-0.81845,0.849637906279086,0.94,-1.7,-1.28,12.656283333333334,0.2281258908856602,13.02,12.26,-0.5558166666666667,1.3205897401635618,0.21,-4.77,113.0,8.0
1707,182.0,0.299,-1.1614666666666666,0.6708379497416481,0.05,-1.68,-1.52,12.584083333333332,0.22542594012155837,12.98,12.28,-0.2768833333333333,0.9752654463650801,0.21,-4.77,114.0,8.0
1708,182.0,0.299,-0.7959,0.8524266784129395,0.93,-1.68,-1.28,12.652883333333333,0.23703550248422572,13.19,12.22,-0.5621333333333333,1.3246450807186076,0.21,-4.77,115.0,8.0
1709,182.0,0.299,-0.9564666666666667,0.768798152891059,0.93,-1.68,-1.3849999999999998,12.6379,0.2428845641847145,12.97,12.28,-0.34173333333333333,1.0662860492320376,0.21,-4.77,116.0,8.0
1710,182.0,0.299,-0.8004166666666667,0.8516455600711307,0.94,-1.68,-1.29,12.655816666666666,0.2354060883514767,13.02,12.28,-0.56055,1.3237376375457082,0.21,-4.77,117.0,8.0
1711,182.0,0.299,-1.0662,0.7147351284495066,0.05,-1.68,-1.47,12.622566666666666,0.23101087043539853,12.97,12.27,-0.27743333333333337,0.9753213993049289,0.21,-4.77,118.0,8.0
1712,182.0,0.299,-0.80645,0.8480882345542332,0.96,-1.69,-1.28,12.647166666666667,0.23907160212048564,12.97,12.2,-0.5606666666666666,1.323135935342452,0.21,-4.77,119.0,8.0
1713,182.0,0.299,-1.0968,0.6985449413304979,0.04,-1.69,-1.475,12.604283333333333,0.23415065792469095,12.98,12.27,-0.27721666666666667,0.9752875110812234,0.21,-4.77,120.0,8.0
1714,182.0,0.299,-0.8347166666666667,0.8402731806297864,0.95,-1.68,-1.29,12.647133333333333,0.2396466142505655,13.57,12.26,-0.541,1.3175750478351491,0.21,-4.77,121.0,8.0
1715,182.0,0.299,-0.7888333333333334,0.8531812053549006,0.95,-1.68,-1.28,12.660166666666667,0.23427429713775427,13.15,12.21,-0.5670833333333334,1.3281884155373074,0.21,-4.77,122.0,8.0
1716,182.0,0.299,-1.0570166666666667,0.7139127295156569,0.05,-1.68,-1.46,12.613816666666667,0.2405307148026924,12.97,12.26,-0.2773,0.9751642351295466,0.21,-4.77,123.0,8.0
1717,182.0,0.299,-0.8171666666666667,0.8485749453950087,0.94,-1.68,-1.2850000000000001,12.649750000000001,0.23432588105218496,13.0,12.3,-0.5558166666666667,1.320267969861659,0.21,-4.77,124.0,8.0
1718,182.0,0.299,-0.8045,0.8535793731362886,0.95,-1.68,-1.26,12.649533333333334,0.2349491805006333,12.97,12.27,-0.5660666666666666,1.327426946911908,0.21,-4.77,125.0,8.0
1719,182.0,0.299,-0.8119500000000001,0.8498439594570933,0.99,-1.68,-1.2650000000000001,12.645116666666667,0.23699422671177273,13.16,12.27,-0.5595333333333333,1.3228367033746886,0.21,-4.77,126.0,8.0
1720,182.0,0.299,-0.8024333333333333,0.8516928515675352,0.97,-1.69,-1.28,12.653283333333334,0.2333269283245258,13.03,12.27,-0.569,1.328726906473502,0.21,-4.77,127.0,8.0
