ID_Trem,Ciclo,Grupo,RUL_Alvo,Distancia_Ref_Atual,Inclinacao_Mecanica,Vibracao_Max,Vibracao_Kurtosis,Vibracao_Energia,MA5_Vibracao_Max,MA5_Vibracao_Energia,MA5_Vibracao_Std,Delta_Vibracao_Std,Acel_Vibracao_Std
1,195,Validação,810.0,23.0,0.0,167.0,-1.4253656914893118,1389122.0,173.0,1402000.4,2.3421039646865696,-3.7858349072869317,-0.40901534497165626
1,200,Validação,805.0,23.0,-1.0,167.0,-1.2411347517731457,1389455.0,170.0,1392777.2,1.2329117760350659,-0.031961609419117354,6.503741358703661
1,205,Validação,800.0,24.0,1.0,167.0,-1.579626047711176,1388789.0,167.0,1388789.0,0.4772060044175287,0.0,5.5303528724453885
1,210,Validação,795.0,24.0,0.0,167.0,-1.9686965028123875,1387457.0,167.0,1388722.4,0.4779455489371081,0.02735731040412881,3.8131922176910606
1,215,Validação,790.0,23.0,0.0,167.0,-1.708176344562721,1388456.0,167.0,1388655.8,0.47921656907443905,0.02196317149878546,0.053924780917902815
1,220,Validação,785.0,23.0,0.0,167.0,-1.900487588652503,1387790.0,167.0,1388389.4,0.48394848663568535,0.016353538606986684,0.016353538606986684
1,225,Validação,780.0,23.0,-1.0,167.0,-1.8142903587038772,1388123.0,167.0,1388123.0,0.48942934695403323,-0.0082550304252752,-0.03561234082940401
1,230,Validação,775.0,23.0,0.0,167.0,-1.579626047711176,1388789.0,167.0,1388123.0,0.48942934695403323,-0.006355100686654791,-0.028318272185440252
1,235,Validação,770.0,23.0,-1.0,167.0,-1.579626047711176,1388789.0,167.0,1388389.4,0.4854190947130565,-0.016353538606986684,-0.03270707721397337
1,240,Validação,765.0,23.0,0.0,167.0,-1.241134751773146,1389455.0,167.0,1388589.2,0.48102646041329944,-0.027404301591739177,-0.019149271166463977
1,245,Validação,760.0,38.0,14.0,167.0,5.637601203042811,1366529.0,167.0,1384337.0,1.2790402862789774,4.006422667935377,4.012777768622032
1,250,Validação,755.0,38.0,15.0,167.0,0.3827765455248917,1343270.0,167.0,1375366.4,2.375522842290053,5.494209010834986,5.510562549441973
1,255,Validação,750.0,38.0,14.0,167.0,-1.2442939461741112,1320344.0,167.0,1361677.4,3.651700095944483,6.396494339084284,6.423898640676023
1,260,Validação,745.0,38.0,15.0,167.0,-1.8990073218055972,1297751.0,167.0,1343469.8,5.03146111671072,2.8923824358958106,-1.1140402320395664
1,265,Validação,740.0,38.0,15.0,167.0,-2.081306890326338,1273826.0,167.0,1320344.0,6.442702804606894,1.546391357833751,-3.947817653001235
1,270,Validação,735.0,38.0,15.0,167.0,-1.8981036244385847,1250567.0,167.0,1297151.6,7.025642940785636,0.5402370805569312,-5.856257258527353
1,275,Validação,730.0,38.0,15.0,167.0,-1.2368469113518932,1226642.0,167.0,1273826.0,7.213931044383614,-0.4631555750063123,-3.355538010902123
1,280,Validação,725.0,38.0,14.0,167.0,0.4164688721568028,1202717.0,167.0,1250300.6,7.046457040684527,-1.4970841188920172,-3.043475476725768
1,285,Validação,720.0,38.0,15.0,167.0,5.791962174940899,1179125.0,167.0,1226575.4,6.480129685875598,-2.8539550190425427,-3.394192099599474
1,290,Validação,715.0,38.0,0.0,152.0,0.0,1155200.0,164.0,1202850.2,4.976305988002169,-6.914167649523281,-6.451012074516969
1,295,Validação,710.0,38.0,0.0,152.0,0.0,1155200.0,161.0,1183776.8,3.496377694096671,-6.022034370475126,-4.524950251583109
1,300,Validação,705.0,38.0,0.0,152.0,0.0,1155200.0,158.0,1169488.4,2.1135441641920147,-4.545686450484948,-1.6917314314424052
1,305,Validação,700.0,38.0,0.0,152.0,0.0,1155200.0,155.0,1159985.0,0.9091372900969896,0.0,6.914167649523281
1,310,Validação,695.0,38.0,0.0,152.0,0.0,1155200.0,152.0,1155200.0,0.0,0.0,6.022034370475126
1,315,Validação,690.0,38.0,0.0,152.0,0.0,1155200.0,152.0,1155200.0,0.0,0.0,4.545686450484948
1,320,Validação,685.0,38.0,0.0,152.0,0.0,1155200.0,152.0,1155200.0,0.0,0.0,0.0
1,325,Validação,680.0,44.0,6.0,152.0,22.330729166666515,1151624.0,152.0,1154484.8,0.23753839646658886,1.1876919823329444,1.1876919823329444
1,330,Validação,675.0,44.0,6.0,152.0,2.6843146956951847,1142684.0,152.0,1151981.6,0.6581501957712276,2.1030589965231936,2.1030589965231936
1,335,Validação,670.0,44.0,6.0,152.0,-0.4429707913400476,1133744.0,152.0,1147690.4,1.1758531284755076,2.5885146635214,2.5885146635214
1,340,Validação,665.0,44.0,6.0,152.0,-1.5796260477111457,1124804.0,152.0,1141611.2,1.7500748733135953,1.6834167418574943,0.49572475952455
1,345,Validação,660.0,44.0,6.0,152.0,-2.020369922630556,1115864.0,152.0,1133744.0,2.3517867170204836,0.9055002220112467,-1.197558774511947
1,350,Validação,655.0,44.0,6.0,152.0,-2.056566279507998,1106924.0,152.0,1124804.0,2.71839724124096,0.4322299399139289,-2.156284723607471
1,355,Validação,650.0,44.0,6.0,152.0,-1.7081763445626443,1097984.0,152.0,1115864.0,2.879633307598395,0.03813060411992808,-1.6452861377375663
1,360,Validação,645.0,44.0,6.0,152.0,-0.7586145884018265,1089044.0,152.0,1106924.0,2.8936353721262575,-0.3500342323737269,-1.2555344543849736
1,365,Validação,640.0,44.0,6.0,152.0,1.7259530141843695,1080104.0,152.0,1097984.0,2.7638072751789946,-0.7987763639812062,-1.231006303895135
1,370,Validação,635.0,44.0,6.0,152.0,13.124339821940382,1071164.0,152.0,1089044.0,2.4499729564506207,-1.4698517034177951,-1.5079823075377232
1,375,Validação,630.0,56.0,12.0,146.0,8.53448774283068,1052360.0,150.8,1078131.2,2.503538073246442,0.630045201253723,0.9800794336274499
1,380,Validação,625.0,56.0,12.0,146.0,0.9888715908435736,1035560.0,149.6,1065646.4,2.8531012503642175,2.4350869744451202,3.2338633384263265
1,385,Validação,620.0,56.0,12.0,146.0,-1.02135047281325,1018760.0,148.4,1051589.6,3.409933935398649,4.003300786440299,5.473152489858094
1,390,Validação,615.0,56.0,12.0,146.0,-1.8142903587038983,1001960.0,147.2,1035960.8,4.142294731055059,2.595202030321738,1.965156829068015
1,395,Validação,610.0,56.0,12.0,146.0,-2.0780056601200214,985160.0,146.0,1018760.0,5.065630124887221,1.3990093801541397,-1.0360775942909806
1,400,Validação,605.0,56.0,12.0,146.0,-1.9686965028124213,968360.0,146.0,1001960.0,5.6044826039722295,0.5401441715066087,-3.4631566149336903
1,405,Validação,600.0,56.0,12.0,146.0,-1.4253656914893638,951560.0,146.0,985160.0,5.8039805327903675,-0.2292273597462442,-2.824429390067982
1,410,Validação,595.0,56.0,12.0,146.0,-0.060754847988873,934760.0,146.0,968360.0,5.719727548755346,-1.0346411028956215,-2.433650483049761
1,415,Validação,590.0,56.0,12.0,146.0,3.973746776273374,917960.0,146.0,951560.0,5.330798839590467,-2.043703910927694,-2.5838480824343026
1,420,Validação,585.0,65.0,21.0,146.0,6.327491154860581,888758.0,146.0,932279.6,4.807724492491587,-2.2138519994309505,-1.9846246396847063
1,425,Validação,580.0,65.0,9.0,134.0,0.4686567712266396,873743.0,143.6,913356.2,4.363851099829782,-1.257957871627306,-0.2233167687316846
1,430,Validação,575.0,65.0,9.0,134.0,-1.2073048208854371,862088.0,141.2,895461.8,4.085845931693349,0.3253903453959799,2.369094256323674
1,435,Validação,570.0,65.0,9.0,134.0,-1.879621082692233,850433.0,138.8,878596.4,3.9883249337516054,1.0931256428900635,3.306977642321014
1,440,Validação,565.0,65.0,9.0,134.0,-2.071961773525341,838778.0,136.4,862760.0,4.122927228750269,0.848674527374651,2.106632399001957
1,445,Validação,560.0,65.0,9.0,134.0,-1.893643670260925,827123.0,134.0,850433.0,4.336677830735915,0.24492685117943935,-0.08046349421654053
1,450,Validação,555.0,65.0,9.0,134.0,-1.24250267193092,815468.0,134.0,838778.0,4.426488264625254,-0.32130071247188763,-1.4144263553619512
1,455,Validação,550.0,65.0,9.0,134.0,0.3864960513552722,803813.0,134.0,827123.0,4.308498033758245,-0.9375722839323926,-1.7862468113070435
1,460,Validação,545.0,79.0,23.0,134.0,2.7992645923332447,776084.0,134.0,812253.2,4.439974602935411,0.6817554788476716,0.43682862766823227
1,465,Validação,540.0,78.0,12.0,125.0,0.4289245590198427,748801.0,132.2,794257.8,4.596328955951984,1.181394123010814,1.5026948354827017
1,470,Validação,535.0,78.0,13.0,125.0,-1.2186330757793244,733697.0,130.4,775572.6,4.936222569136339,2.5343460714362633,3.471918355368656
1,475,Validação,530.0,78.0,13.0,125.0,-1.884304305052799,718069.0,128.6,756092.8,5.4164311292784335,1.4223592423527558,0.7406037635050842
1,480,Validação,525.0,79.0,14.0,125.0,-2.0732368988604,702218.0,126.8,735773.8,6.032822292780053,1.362611768492842,0.181217645482028
1,485,Validação,520.0,78.0,13.0,125.0,-1.8940400976796512,686367.0,125.0,717830.4,6.319686562893381,0.4166087634925386,-2.1177373079437247
1,490,Validação,515.0,89.0,24.0,125.0,-0.7751442146417218,662205.0,125.0,700511.2,6.68765141170807,0.6201755663737831,-0.8021836759789727
1,495,Validação,510.0,87.0,22.0,125.0,-0.2347740973993732,636516.0,125.0,681075.0,6.896554599087542,0.49690619082553056,-0.8657055776673115
1,500,Validação,505.0,86.0,21.0,125.0,0.7500912356963991,611645.0,125.0,659790.2,6.856753711317481,-0.2109665470641966,-0.6275753105567352
1,505,Validação,500.0,89.0,10.0,112.0,-1.571770598783419,585958.0,122.4,636538.2,6.421839409791337,-2.6517839832113186,-3.2719595495851017
1,510,Validação,495.0,89.0,10.0,112.0,-1.899816459560771,575527.0,119.8,614370.2,6.065377935408479,-2.410214545319114,-2.9071207361446447
1,515,Validação,490.0,89.0,10.0,112.0,-1.8618350844262328,564650.0,117.2,594859.2,5.588680145393576,-1.5643089448504242,-1.3533423977862276
1,520,Validação,485.0,95.0,17.0,112.0,-1.0228934964947074,547501.0,114.6,577056.2,5.240310841067189,0.9296311768243122,3.5814151600356308
1,525,Validação,480.0,95.0,17.0,112.0,-0.7082949078428431,530129.0,112.0,560753.0,5.075481058044334,0.747191909735812,3.157406455054926
1,530,Validação,475.0,95.0,17.0,112.0,-0.102637167100231,512980.0,112.0,546157.4,5.194275709951755,0.32567822640031174,1.889987171250736
1,535,Validação,470.0,95.0,17.0,112.0,-0.1628705722912302,495831.0,112.0,530218.2,5.043045187664022,-1.4245206351258464,-2.3541518119501585
1,540,Validação,465.0,95.0,8.0,104.0,-1.7964183567028642,486993.0,110.4,514686.8,4.827725053258563,-1.8167607017634375,-2.5639526114992495
1,545,Validação,460.0,95.0,7.0,104.0,-1.4775805892544909,479682.0,108.8,501123.0,4.457907599733377,-1.5134293503387322,-1.839107576739044
1,550,Validação,455.0,95.0,9.0,104.0,-0.5558693315476964,471553.0,107.2,489407.8,3.9918684699834834,-0.8268511275749897,0.5976695075508567
1,555,Validação,450.0,107.0,18.0,104.0,3.661153590425526,457832.0,105.6,478378.2,3.7965084381745613,0.42547873938299086,2.2422394411464284
1,560,Validação,445.0,107.0,21.0,104.0,1.0413990738094825,440657.0,104.0,467343.4,4.008309980211736,1.483574342685968,2.9970036930247
1,565,Validação,440.0,107.0,12.0,95.0,-0.7586145884018265,423482.0,102.2,454641.2,4.3169906678841015,2.0568383853478536,2.8836895129228433
1,570,Validação,435.0,107.0,12.0,95.0,-1.7081763445626443,412802.0,100.4,441265.2,4.748187182798554,1.6193533832781402,1.1938746438951493
1,575,Validação,430.0,107.0,12.0,95.0,-2.056566279508,402122.0,98.6,427379.0,5.304442706777971,0.895418782136221,-0.588155560549747
1,580,Validação,425.0,107.0,12.0,95.0,-2.020369922630561,391442.0,96.8,414101.0,5.6680413395232305,0.70006846474746,-1.3567699206003936
1,585,Validação,420.0,107.0,12.0,95.0,-1.579626047711153,380762.0,95.0,402122.0,5.787270744252519,-0.07626120823985083,-1.695614591517991
1,590,Validação,415.0,107.0,12.0,95.0,-0.4429707913400471,370082.0,95.0,391442.0,5.759266615196793,-0.8644598798278613,-1.7598786619640823
1,595,Validação,410.0,107.0,12.0,95.0,2.6728797270013223,359237.0,95.0,380729.0,5.438897629564967,-1.8004847086072857,-2.5005531733547457
1,600,Validação,405.0,110.0,15.0,95.0,18.465137311224797,347090.0,95.0,369722.6,4.735336535093087,-3.2185337138696184,-3.1422725056297676
1,605,Validação,400.0,108.0,1.0,83.0,4.328477785547264,341345.0,92.6,359703.2,3.7165912775215078,-4.253637177831813,-3.3891772980039514
1,610,Validação,395.0,110.0,3.0,83.0,0.7573698718090984,339550.0,90.2,351460.8,2.7931194413885256,-3.0917754607456276,-1.2912907521383419
1,615,Validação,390.0,110.0,3.0,83.0,-0.8173483855431343,337594.0,87.8,344963.2,2.0144116039252933,-1.2401935947846245,1.9783401190849939
1,620,Validação,385.0,108.0,1.0,83.0,-1.4382596309159754,335962.0,85.4,340308.2,1.4420167346016521,0.43126723263240485,4.684904410464218
1,625,Validação,380.0,107.0,0.0,83.0,-1.684987596475784,334819.0,83.0,337854.0,1.2133752093686112,0.2556178406300875,3.347393301375715
1,630,Validação,375.0,110.0,3.0,83.0,-1.9251717713453893,332863.0,83.0,336157.6,1.3117991263473294,0.13202159437794014,1.3722151891625647
1,635,Validação,370.0,107.0,0.0,83.0,-1.9128168922713509,330907.0,83.0,334429.0,1.3685423380599862,0.053914944435861756,-0.3773522881965431
1,640,Validação,365.0,110.0,3.0,83.0,-1.6452807470221047,328951.0,83.0,332700.4,1.3836485614066647,-0.021454851886027804,-0.2770726925161153
1,645,Validação,360.0,116.0,9.0,83.0,3.867076013183474,324388.0,83.0,330385.6,1.5311491339299355,0.6766505103551694,0.5446289159772293
1,650,Validação,355.0,117.0,7.0,83.0,0.6098616071371903,318643.0,83.0,327150.4,1.8268966193337903,1.4506392090860776,1.3967242646502158
1,655,Validação,350.0,116.0,7.0,83.0,-0.8844928769579834,313051.0,83.0,323188.0,2.1995816945157234,1.9199158535542131,1.941370705440241
1,660,Validação,345.0,116.0,6.0,83.0,-1.5194571037876947,307781.0,83.0,318562.8,2.623401797802704,1.4355125982544106,0.7588620878992411
1,665,Validação,340.0,116.0,6.0,83.0,-1.7199781260575333,302672.0,83.0,313307.0,3.0811934648666273,0.7887660564143144,-0.6618731526717632
1,670,Validação,335.0,116.0,8.0,83.0,-1.5474733975751085,297239.0,83.0,307877.2,3.382727001565777,0.32089281794125224,-1.5990230356129609
1,675,Validação,330.0,116.0,9.0,83.0,-0.9420405136425004,291317.0,83.0,302412.0,3.4733595539460396,-0.21529854544751403,-1.6508111437019246
1,680,Validação,325.0,131.0,21.0,83.0,6.258523827231567,284213.0,83.0,296644.4,3.578076797897828,0.1545437379935426,-0.6342223184207718
1,685,Validação,320.0,131.0,21.0,83.0,2.257101508151892,269129.0,83.0,288914.0,4.035233990343661,2.213630876987822,1.8927380590465699
1,690,Validação,315.0,131.0,21.0,83.0,-0.0748482564254815,254045.0,83.0,279188.6,4.626423243538258,3.2915495604859886,3.5068481059335026
1,695,Validação,310.0,131.0,15.0,74.0,-1.4256826105280755,241733.0,81.2,268087.4,5.317602400108268,3.253202381032358,3.0986586430388154
1,700,Validação,305.0,131.0,15.0,74.0,-1.96614935475672,231788.0,79.4,256181.6,6.155842616278319,1.6901165731735812,-0.5235143038142409
1,705,Validação,300.0,131.0,15.0,74.0,-2.076492208799907,221813.0,77.6,243701.6,6.913494727471549,0.9868580279867025,-2.304691532499286
1,710,Validação,295.0,131.0,15.0,74.0,-1.8136438654626488,211838.0,75.8,232243.4,7.225176871683817,0.31614581519911855,-2.9370565658332395
1,715,Validação,290.0,131.0,15.0,74.0,-1.0219265841599023,201863.0,74.0,221807.0,7.267874635224786,-0.686162702659427,-2.3762792758330082
1,720,Validação,285.0,131.0,15.0,74.0,0.985049587813279,191888.0,74.0,211838.0,7.023227828830571,-1.7582922069048612,-2.7451502348915637
1,725,Validação,280.0,133.0,17.0,74.0,8.408218191361437,181681.0,74.0,201816.6,6.350600882438758,-3.231428879846832,-3.5475746950459506
1,730,Validação,275.0,133.0,2.0,59.0,3.382790293797819,172541.0,71.0,191962.2,4.965293567434463,-6.153167364739607,-5.46700466208018
1,735,Validação,270.0,133.0,2.0,59.0,0.3904600777251046,171268.0,68.0,183848.2,3.668154261310911,-4.946316683447572,-3.1880244765427106
1,740,Validação,265.0,131.0,0.0,59.0,-0.7158717060960416,170227.0,65.0,177521.0,2.505119802982735,-3.138200262341242,0.09322861750559008
1,745,Validação,260.0,133.0,2.0,59.0,-1.5186178338695535,169067.0,62.0,172956.8,1.5486166080731307,0.38572839356858757,6.538895758308195
1,750,Validação,255.0,131.0,0.0,59.0,-1.7799202127659577,168256.0,59.0,170271.8,0.9343370723715031,0.18286997226279356,5.129186655710365
1,755,Validação,250.0,131.0,0.0,59.0,-1.7737042159352578,167443.0,59.0,169252.2,1.0114827510852205,0.047733320469860896,3.185933582811103
1,760,Validação,245.0,133.0,2.0,59.0,-1.5183061782871603,166402.0,59.0,168279.0,1.042015283010101,-0.011138049275148276,-0.39686644284373584
1,765,Validação,240.0,133.0,2.0,59.0,-0.7961884692077841,165242.0,59.0,167282.0,1.0321191719671603,-0.1162831390478084,-0.29915311131060196
1,770,Validação,235.0,133.0,2.0,59.0,0.4292290677665153,164201.0,59.0,166308.8,0.9947389735897918,-0.1869009918868414,-0.2346343123567023
1,775,Validação,230.0,138.0,5.0,59.0,3.7988829489438976,160445.0,59.0,164746.6,1.1352387350710023,0.7327061200444434,0.7438441693195916
1,780,Validação,225.0,139.0,6.0,59.0,0.2220118374163444,157205.0,59.0,162699.0,1.4142909814256008,1.4924751074575568,1.6087582465053654
1,785,Validação,220.0,139.0,5.0,59.0,-1.1410631055751166,154181.0,59.0,160254.8,1.7710676949973432,1.9596465104704064,2.146547502357248
1,790,Validação,215.0,139.0,6.0,59.0,-1.7130593182587794,150925.0,59.0,157391.4,2.1825662458300834,1.2387108077098394,0.5060046876653961
1,795,Validação,210.0,139.0,6.0,59.0,-1.8452798911531176,147685.0,59.0,154088.2,2.634366131450055,0.6768372044400244,-0.8156379030175325
1,800,Validação,205.0,139.0,6.0,59.0,-1.6170413334938778,144316.0,59.0,150862.4,2.8885147768896395,0.2195657793836534,-1.740080731086753
1,805,Validação,200.0,144.0,10.0,59.0,-0.4184989768627369,139759.0,59.0,147373.2,3.0205789672841696,0.09530330526650843,-1.143407502443331
1,810,Validação,195.0,145.0,12.0,59.0,0.136559102358019,133702.0,59.0,143277.4,3.1405574970365056,0.3005397311322282,-0.37629747330779617
1,815,Validação,190.0,144.0,13.0,59.0,0.3991906937168785,127857.0,59.0,138663.8,3.206381675734845,0.2970884740036115,0.07752269461995809
1,820,Validação,185.0,146.0,8.0,52.0,-1.2710170879624794,121713.0,57.6,133469.4,3.143029978427461,-0.30024223406954453,-0.39554553933605296
1,825,Validação,180.0,146.0,7.0,52.0,-1.7287092358398304,118336.0,56.2,128273.4,3.1286384713877906,-0.4522844045763774,-0.7528241357086056
1,830,Validação,175.0,144.0,6.0,52.0,-1.819742562609136,115731.0,54.8,123467.8,3.1034175836614146,-0.359922026857066,-0.6570105008606775
1,835,Validação,170.0,144.0,5.0,52.0,-1.566337004378322,113112.0,53.4,119349.8,2.9863668260864906,0.03204442979452393,0.33228666386406847
1,840,Validação,165.0,144.0,5.0,52.0,-0.8089632353871798,110584.0,52.0,115895.2,2.831123993509452,-0.40716815368322834,0.04511625089314908
1,845,Validação,160.0,144.0,5.0,52.0,1.1049811319011908,108159.0,52.0,113184.4,2.7056416385150683,-0.8015495704095836,-0.44162754355251765
1,850,Validação,155.0,144.0,5.0,51.0,6.849487077726916,105631.0,51.8,110643.4,2.4068722063086723,-1.3608777777337346,-1.3929222075282586
1,855,Validação,150.0,152.0,8.0,46.0,5.428747828918802,101446.0,50.6,107786.4,2.210981516428629,-0.5631613133720927,-0.1559931596888644
1,860,Validação,145.0,149.0,5.0,46.0,0.9760215389783644,98989.0,49.4,104961.8,2.1642468105536055,0.4257826753913232,1.2273322458009068
1,865,Validação,140.0,149.0,5.0,46.0,-0.568661350048743,96676.0,48.2,102180.2,2.2253811931848424,1.3923509205049363,2.753228698238671
1,870,Validação,135.0,152.0,6.0,46.0,-1.357874639536896,94069.0,47.0,99362.2,2.42715464241646,1.18677112514872,1.7499324385208128
1,875,Validação,130.0,149.0,3.0,46.0,-1.6619827469920323,91960.0,46.0,96628.0,2.79525697468648,0.7133074129914889,0.2875247376001657
1,880,Validação,125.0,149.0,5.0,46.0,-1.6567920690654654,89491.0,46.0,94237.0,3.0551147206423486,0.43045550325106285,-0.9618954172538734
1,885,Validação,120.0,152.0,8.0,46.0,-1.321632609540927,86933.0,46.0,91825.8,3.1656572888325134,-0.030371729815938053,-1.2171428549646581
1,890,Validação,115.0,152.0,8.0,46.0,-0.4911972894524732,83885.0,46.0,89267.6,3.1690193562248212,-0.43135040388362933,-1.1446578168751183
1,895,Validação,110.0,165.0,21.0,46.0,7.70522065911579,79361.0,46.0,86326.0,3.2957679130408772,0.521225179449659,0.0907696761985961
1,900,Validação,105.0,164.0,12.0,41.0,2.046343520371056,72059.0,45.0,82345.8,3.6608532428450724,1.9860212210616384,2.0163929508775764
1,905,Validação,100.0,166.0,14.0,41.0,-0.5254923307951134,67187.0,44.0,77885.0,4.287185884928904,3.5453083767086837,3.976658780592313
1,910,Validação,95.0,165.0,13.0,41.0,-1.550873809924891,62513.0,43.0,73001.0,5.069316990765499,3.2465410152867586,2.7253158358370997
1,915,Validação,90.0,165.0,15.0,41.0,-1.9397844452912003,57553.0,42.0,67734.6,5.960220419182621,2.197740089181001,0.21171886811936247
1,920,Validação,85.0,165.0,16.0,41.0,-1.9509965144956145,53116.0,41.0,62485.6,6.675532855507534,0.9661241506550686,-2.579184226053615
1,925,Validação,80.0,165.0,13.0,41.0,-1.5778340818529246,48361.0,41.0,57746.0,7.063137049548223,0.013386662082106149,-3.2331543532046525
1,930,Validação,75.0,165.0,16.0,41.0,-0.6000129020528822,43555.0,41.0,53019.6,7.062781576484558,-0.9109861306952443,-3.108726219876245
1,935,Validação,70.0,165.0,13.0,41.0,1.8985043999857092,38700.0,41.0,48257.0,6.7110904131877644,-2.0884769828217795,-3.054601133476848
1,940,Validação,65.0,174.0,22.0,41.0,7.243921732631156,33077.0,41.0,43361.8,6.133469779782023,-2.6283840480511538,-2.64177071013326
1,945,Validação,60.0,173.0,8.0,26.0,1.9574474235971548,28466.0,38.0,38431.8,5.3077848311461695,-3.160523227205871,-2.2495370965106267
1,950,Validação,55.0,174.0,8.0,26.0,-0.5738992316250191,26567.0,35.0,34073.0,4.65387384602317,-1.4977124470489236,0.5907645357728559
1,955,Validação,50.0,176.0,11.0,26.0,-1.509581352692897,24811.0,32.0,30324.2,4.23372021283198,-0.12365112962248315,2.5047329184286706
1,960,Validação,45.0,174.0,10.0,26.0,-1.895936068559736,22855.0,29.0,27155.2,4.0820351517189355,1.281522454792262,4.442045681998133
1,965,Validação,40.0,174.0,10.0,26.0,-1.9153230274822692,21008.0,26.0,24741.4,4.0987383792317384,0.7246870151278606,2.222399462176784
1,970,Validação,35.0,177.0,12.0,26.0,-1.4882700973889944,18851.0,26.0,22818.4,4.34421410866009,0.16762358589183268,0.29127471551431583
1,975,Validação,30.0,177.0,12.0,25.0,-0.6471956861233172,16520.0,25.8,20809.0,4.434825718460209,-0.2862290924831097,-1.5677515472753716
1,980,Validação,25.0,177.0,12.0,25.0,1.253871057830553,14267.0,25.6,18700.2,4.30009293984485,-0.880831160263289,-1.6055181753911496
